 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -70 -60 -50 -40 -30 -20 -10 0 10 20 30 40 50 60 70 80
time                 
1970.665753425 61.629575394 61.629575394 28.232915804 24.367814712 25.070838152 14.431769842 8.540913581 9.451991945 12.207198517 15.120830628 26.258426404 51.215224326 110.943480222 85.038031976 160.014082256 194.921451718 279.708342583
1970.747945205 67.564506183 67.564506183 27.903115436 24.120053334 24.885457211 14.302461102 8.382149601 9.400768150 12.135541927 15.039458293 26.064926813 50.910338437 109.332383266 85.095070067 159.163933373 196.420233967 278.556659384
1970.832876712 71.558181444 71.558181444 27.490559292 23.801224777 24.649754992 14.141872527 8.193685904 9.331008679 12.045278740 14.922345361 25.786737255 50.465366303 107.206507027 85.112398528 158.285446193 198.712961601 277.366586746
1970.915068493 72.145395847 72.145395847 26.981352848 23.396442234 24.354019270 13.945139928 7.973902962 9.237714344 11.933077038 14.758402561 25.397637713 49.835671959 104.442719943 85.065409368 157.435297310 202.071708794 276.214903547
1971.000000000 72.752184064 72.752184064 26.455172856 22.978166941 24.048425690 13.741849576 7.746793923 9.141310197 11.817135280 14.588995001 24.995568186 49.184987804 101.586806622 85.016853903 156.556810131 205.542414227 275.024830909
1971.084931507 73.197571761 73.197571761 25.941259983 22.530552176 23.720550166 13.547262146 7.539558974 9.026123172 11.693544367 14.382966688 24.503715637 48.348724110 98.534398281 84.851672321 155.678322952 209.796602906 273.834758271
1971.161643836 73.599857423 73.599857423 25.477080613 22.126254970 23.424404532 13.371505757 7.352379021 8.922083278 11.581913865 14.196876599 24.059461721 47.593389160 95.777384296 84.702476054 154.884850661 213.639095906 272.759853952
1971.246575342 73.910285768 73.910285768 25.065888431 21.754503148 23.147777768 13.218028549 7.190500276 8.821941234 11.478565407 14.019423231 23.635139214 46.858531411 93.274765914 84.545214545 154.006363482 217.077868054 271.569781314
1971.328767123 74.103142558 74.103142558 24.749825202 21.455203349 22.920917862 13.102265584 7.069990686 8.737019887 11.394683276 13.870467367 23.278323538 46.228195632 91.291039934 84.399338001 153.156214599 219.755854491 270.418098115
1971.413698630 74.302427908 74.302427908 24.423226532 21.145926891 22.686495959 12.982643853 6.945464109 8.649267827 11.308005074 13.716546308 22.909614006 45.576848660 89.241189753 84.248598906 152.277727420 222.523107143 269.228025477
1971.495890411 74.495284698 74.495284698 24.107163302 20.846627092 22.459636052 12.866880888 6.824954519 8.564346480 11.224122943 13.567590444 22.552798331 44.946512881 87.257463772 84.102722362 151.427578537 225.201093579 268.076342278
1971.580821918 74.623897197 74.623897197 23.798854706 20.536489962 22.210294765 12.759633517 6.713442860 8.468486324 11.134142815 13.406291658 22.166393457 44.240006727 85.294805296 83.950213954 150.549091358 227.276883667 266.886269640
1971.665753425 74.748916160 74.748916160 23.491476114 20.226309068 21.960194865 12.653015351 6.602592976 8.372213891 11.043994791 13.244617734 21.779088819 43.530695868 83.336580295 83.797615582 149.670604179 229.317514642 265.696197001
1971.747945205 74.869902254 74.869902254 23.194012960 19.926134011 21.718162704 12.549836481 6.495318895 8.279047021 10.956754769 13.088159098 21.404277880 42.844266005 81.441523843 83.649939738 148.820455296 231.292318811 264.544513803
1971.832876712 74.985189935 74.985189935 22.835361042 19.560968526 21.412283826 12.430674893 6.371146194 8.161445635 10.848792935 12.895557185 20.944758436 41.991871031 79.203106203 83.478728443 147.941968117 233.046610335 263.354441165
1971.915068493 75.081847824 75.081847824 22.409714574 19.123331990 21.030804220 12.296137469 6.230565067 8.014956380 10.717018386 12.661778580 20.389410481 40.947730880 76.607568149 83.284520293 147.091819234 234.305565877 262.202757966
1972.000000000 75.181727641 75.181727641 21.969879891 18.671107569 20.636608627 12.157115464 6.085297903 7.863584149 10.580851353 12.420207354 19.815550927 39.868786057 73.925512161 83.083838538 146.213332054 235.606486604 261.012685328
1972.084931507 75.187531365 75.187531365 21.540557863 18.243823464 20.229695171 12.039744459 5.961016589 7.711380950 10.447620888 12.190765159 19.280789572 38.839252836 71.580847240 82.913166818 145.334844875 234.562617224 259.822612689
1972.161643836 75.192773437 75.192773437 21.152783129 17.857889434 19.862160437 11.933731938 5.848762498 7.573907093 10.327283694 11.983527048 18.797779317 37.909351862 69.463085375 82.759011716 144.541372584 233.619767461 258.747708371
1972.246575342 75.120991075 75.120991075 20.801796611 17.518707638 19.528460366 11.846214648 5.754515529 7.451322464 10.221086056 11.802533888 18.381721823 37.101016107 67.677237469 82.604730983 143.662885405 232.103313957 257.557635732
1972.328767123 74.989690961 74.989690961 20.524562815 17.260681554 19.263873241 11.785312829 5.687245076 7.356297111 10.139858336 11.665991350 18.073688237 36.495042105 66.394354575 82.468490074 142.812736522 230.259145799 256.405952534
1972.413698630 74.854014175 74.854014175 20.238087893 16.994054602 18.990466545 11.722380950 5.617732274 7.258104247 10.055923025 11.524897395 17.755386865 35.868868970 65.068708917 82.327707802 141.934249343 228.353505369 255.215879895
1972.495890411 74.722714061 74.722714061 19.960854097 16.736028518 18.725879421 11.661479132 5.550461820 7.163078894 9.974695305 11.388354857 17.447353279 35.262894968 63.785826022 82.191466893 141.084100460 226.509337211 254.064196697
1972.580821918 74.367302381 74.367302381 19.668369702 16.486104814 18.456753705 11.613562819 5.492565861 7.071229270 9.897533289 11.260530172 17.172488063 34.709619021 62.677415627 81.964574279 140.205613281 223.688334405 252.874124059
1972.665753425 74.000717741 74.000717741 19.375579742 16.237030428 18.187845666 11.566410010 5.435260589 6.979702183 9.820715678 11.133380197 16.899831466 34.160049711 61.580051091 81.733303174 139.327126102 220.820787749 251.684051420
1972.747945205 73.645958412 73.645958412 19.092234618 15.995990700 17.927612080 11.520778259 5.379803873 6.891127583 9.746376054 11.010331833 16.635970242 33.628208443 60.518085412 81.509492426 138.476977219 218.045742598 250.532368222
1972.832876712 73.028897390 73.028897390 18.738468561 15.706898712 17.612550334 11.472794510 5.317446592 6.786920573 9.659513828 10.865987682 16.335940334 33.016212251 59.323488133 81.143832742 137.598490040 214.528494083 249.342295583
1972.915068493 72.047947106 72.047947106 18.302683195 15.365814979 17.236932480 11.425085411 5.249359855 6.666646166 9.560062669 10.699953882 16.003645835 32.328303778 58.018440592 80.584050547 136.748341157 210.129194282 248.190612385
1973.000000000 71.034298479 71.034298479 17.852371651 15.013361788 16.848794031 11.375786009 5.179003560 6.542362612 9.457296472 10.528385623 15.660274852 31.617465023 56.669891467 80.005608946 135.869853977 205.583251155 247.000539746
1973.084931507 69.482920990 69.482920990 17.393262736 14.676748921 16.482726454 11.343498965 5.121106788 6.432949700 9.367432129 10.372552662 15.374359407 31.007555075 55.560999428 79.112052698 134.991366798 201.149813021 245.810467108
1973.161643836 68.081676808 68.081676808 16.978583715 14.372711492 16.152084772 11.314336474 5.068812930 6.334125134 9.286264336 10.231800310 15.116113199 30.456668671 54.559419522 78.304969634 134.197894507 197.145417287 244.735562789
1973.246575342 66.645629345 66.645629345 16.604140948 14.102791548 15.861675316 11.290470866 5.024820703 6.249912003 9.216893919 10.108347293 14.898063184 29.986645645 53.722834346 77.457687222 133.319407328 193.869024921 243.545490151
1973.328767123 65.347819866 65.347819866 16.309252846 13.894730553 15.640930701 11.274086696 4.993329000 6.188498743 9.166094179 10.014682281 14.741133341 29.643269483 53.130254542 76.674615080 132.469258445 191.620446394 242.393806953
1973.413698630 64.006750072 64.006750072 16.004535141 13.679734192 15.412827931 11.257156388 4.960787574 6.125038374 9.113601113 9.917895102 14.578972504 29.288447450 52.517922077 75.865440533 131.590771266 189.296915250 241.203734314
1973.495890411 62.708940593 62.708940593 15.709647039 13.471673198 15.192083316 11.240772219 4.929295871 6.063625114 9.062801373 9.824230089 14.422042662 28.945071289 51.925342272 75.082368391 130.740622383 187.048336723 240.052051116
1973.580821918 61.159311488 61.159311488 15.414486789 13.265479317 14.979123553 11.220941496 4.900469389 6.008221192 9.015748216 9.730949475 14.276800455 28.623182696 51.402652854 74.083743109 129.862135204 184.964683160 238.861978477
1973.665753425 59.599077672 59.599077672 15.119812511 13.059733021 14.766933772 11.200963294 4.871831802 5.953226921 8.968971665 9.637847160 14.132418517 28.302968685 50.884521557 73.075484738 128.983648025 182.893226761 237.671905839
1973.747945205 58.089173980 58.089173980 14.834643855 12.860623701 14.561588824 11.181629551 4.844118008 5.900006658 8.923704035 9.547748146 13.992694061 27.993084158 50.383104173 72.099750830 128.133499142 180.888591538 236.520222640
1973.832876712 56.174590430 56.174590430 14.493936326 12.621239883 14.316582903 11.151717543 4.811341356 5.838278203 8.870087580 9.437441006 13.825361390 27.622544537 49.805611070 70.810422672 127.255011963 178.731588897 235.330150002
1973.915068493 53.778812402 53.778812402 14.093684542 12.338036760 14.029197603 11.107549285 4.773279901 5.768222480 8.807720189 9.304329928 13.628260100 27.186845987 49.155789170 69.132014297 126.404863080 176.513088068 234.178466803
1974.000000000 51.303175107 51.303175107 13.680091031 12.045393532 13.732232792 11.061908751 4.733949730 5.695831566 8.743273885 9.166781813 13.424588767 26.736624151 48.484306540 67.397658977 125.526375901 174.220637211 232.988394165
1974.084931507 48.884175641 48.884175641 13.306399015 11.771104015 13.453679484 10.991262455 4.696742867 5.630840142 8.681949204 9.029198838 13.222551654 26.298690918 47.884658996 65.527722029 124.647888721 171.575254041 231.798321527
1974.161643836 46.699272896 46.699272896 12.968870742 11.523358645 13.202082948 10.927452896 4.663136667 5.572138211 8.626559169 8.904930345 13.040066520 25.903138319 47.343041860 63.838746721 123.854416431 169.185875695 230.723417208
1974.246575342 44.787749006 44.787749006 12.679426872 11.306341393 12.980516643 10.859621544 4.633658672 5.520950250 8.577129874 8.793021197 12.874359165 25.547954541 46.869978450 62.294537338 122.975929251 166.953082929 229.533344570
1974.328767123 43.342326916 43.342326916 12.466462637 11.141968630 12.811514226 10.796221708 4.611291208 5.482414376 8.538775265 8.705183136 12.742950714 25.270176637 46.513058141 61.059734285 122.125780368 165.121135415 228.381661371
1974.413698630 41.848724089 41.848724089 12.246399594 10.972116774 12.636878394 10.730708545 4.588178162 5.442593973 8.499142170 8.614417141 12.607161982 24.983139470 46.144240489 59.783771130 121.247293189 163.228122983 227.191588733
1974.495890411 40.403301999 40.403301999 12.033435359 10.807744011 12.467875976 10.667308709 4.565810699 5.404058099 8.460787562 8.526579080 12.475753532 24.705361566 45.787320181 58.548968077 120.397144306 161.396175468 226.039905534
1974.580821918 39.078008029 39.078008029 11.841103996 10.650704824 12.302973089 10.584432418 4.545144980 5.366456074 8.421797721 8.438562166 12.339034911 24.423591311 45.434047645 57.301694802 119.518657127 160.501882463 224.849832896
1974.665753425 37.761272137 37.761272137 11.650182718 10.494317129 12.138565098 10.500673256 4.524603702 5.328966848 8.382840589 8.350685035 12.202269007 24.142088866 45.081565539 56.055880333 118.640169948 159.658371802 223.659760257
1974.747945205 36.487011596 36.487011596 11.465420190 10.342974198 11.979460591 10.419616002 4.504725045 5.292686952 8.345140137 8.265642650 12.069914907 23.869667144 44.740453824 54.850253429 117.790021065 158.842071162 222.508077059
1974.832876712 35.023741948 35.023741948 11.251983982 10.164146734 11.789123989 10.310995423 4.482848394 5.248940120 8.298688000 8.164432825 11.908441541 23.541434094 44.327208770 53.415000424 116.911533886 157.998560501 221.318004421
1974.915068493 33.383147016 33.383147016 11.010934131 9.956704381 11.565197956 10.167784626 4.459631306 5.197016207 8.242250036 8.046058704 11.714318787 23.152185861 43.834189684 51.735777179 116.061385003 157.182259861 220.166321222
1975.000000000 31.687865587 31.687865587 10.761849284 9.742347282 11.333807722 10.019800135 4.435640315 5.143361497 8.183930807 7.923738780 11.513725274 22.749962686 43.324736628 50.000579825 115.182897824 156.338749200 218.976248584
1975.084931507 30.263235051 30.263235051 10.541629081 9.548201601 11.117769715 9.855707068 4.421894247 5.091734337 8.124537071 7.816478625 11.325279402 22.382495347 42.836594300 48.484315952 114.304410644 155.495238539 217.786175945
1975.161643836 28.976471986 28.976471986 10.342720511 9.372844212 10.922638613 9.707493975 4.409478445 5.045103354 8.070891116 7.719598485 11.155070228 22.050589363 42.395691553 47.114787293 113.510938354 154.733357942 216.711271627
1975.246575342 27.899394707 27.899394707 10.169663773 9.221757758 10.751706039 9.569819198 4.403285720 5.003654951 8.021022144 7.639298240 11.008470474 21.769153783 42.012750479 45.985865599 112.632451174 153.889847281 215.521198988
1975.328767123 27.134049271 27.134049271 10.039777090 9.109861713 10.622234822 9.457639966 4.403312502 4.971655697 7.980352742 7.583074402 10.899949593 21.565360982 41.726003949 45.202058486 111.782302291 153.073546641 214.369515790
1975.413698630 26.343192321 26.343192321 9.905560852 8.994235799 10.488447898 9.341721427 4.403340176 4.938589801 7.938327693 7.524976437 10.787811350 21.354775088 41.429699202 44.392124470 110.903815112 152.230035980 213.179443151
1975.495890411 25.577846885 25.577846885 9.775674169 8.882339754 10.358976681 9.229542195 4.403366958 4.906590547 7.897658291 7.468752599 10.679290469 21.150982287 41.142952673 43.608317357 110.053666229 151.413735340 212.027759953
1975.580821918 24.915075938 24.915075938 9.647237626 8.780055937 10.234826724 9.111079953 4.413960492 4.874963529 7.851558038 7.426012494 10.584535782 20.982404035 40.891057920 43.033238195 109.175179050 150.570224679 210.837687315
1975.665753425 24.258817839 24.258817839 9.519094965 8.678450532 10.111166782 8.992488369 4.425091274 4.843409674 7.805250571 7.384053297 10.490665005 20.815961764 40.641421302 42.470100805 108.296691871 149.726714018 209.647614676
1975.747945205 23.623729356 23.623729356 9.395085939 8.580122721 9.991495871 8.877722321 4.435862997 4.812873686 7.760436893 7.343447622 10.399822317 20.654888598 40.399837478 41.925129137 107.446542988 148.910413378 208.495931478
1975.832876712 22.906997264 22.906997264 9.242757815 8.466661828 9.849501507 8.735978965 4.455586362 4.776324384 7.701761546 7.303107762 10.299592096 20.483739714 40.139217337 41.407062602 106.568055809 148.066902717 207.305858839
1975.915068493 22.120723799 22.120723799 9.058285130 8.338695298 9.683994541 8.563333486 4.487839544 4.733299776 7.626028167 7.266550428 10.192850800 20.310900015 39.870174704 40.974768071 105.717906926 147.250602077 206.154175641
1976.000000000 21.308241219 21.308241219 8.867663356 8.206463216 9.512970676 8.384933157 4.521167832 4.688841015 7.547770342 7.228774516 10.082551461 20.132298992 39.592163983 40.528063723 104.839419747 146.407091416 204.964103002
1976.084931507 20.643285677 20.643285677 8.672705184 8.092656980 9.355468698 8.208376131 4.569343209 4.647966093 7.459031726 7.215215449 10.003392818 20.023101685 39.431022301 40.475502921 103.960932567 145.563580755 203.774030364
1976.161643836 20.042680671 20.042680671 8.496613931 7.989864251 9.213208848 8.048905268 4.612856453 4.611046809 7.378880718 7.202968550 9.931894689 19.924471859 39.285474976 40.428028647 103.167460277 144.801700158 202.699126045
1976.246575342 19.550203622 19.550203622 8.335033992 7.902083824 9.088980484 7.905323516 4.655463851 4.579231442 7.302770498 7.198828094 9.876676676 19.854457833 39.195720063 40.503178743 102.288973098 143.958189497 201.509053407
1976.328767123 19.211072070 19.211072070 8.205267558 7.837876653 8.995277355 7.792653537 4.692259338 4.555662516 7.239179824 7.202327496 9.842319709 19.817929984 39.165753150 40.677685625 101.438824214 143.141888857 200.357370209
1976.413698630 18.860636133 18.860636133 8.071175575 7.771529244 8.898450790 7.676227893 4.730281341 4.531307960 7.173469460 7.205943544 9.806817510 19.780184541 39.134787341 40.858009403 100.560337035 142.298378196 199.167297570
1976.495890411 18.521504581 18.521504581 7.941409141 7.707322074 8.804747661 7.563557915 4.767076829 4.507739034 7.109878786 7.209442945 9.772460542 19.743656693 39.104820429 41.032516285 99.710188152 141.482077556 198.015614372
1976.580821918 18.257515653 18.257515653 7.803333014 7.647081923 8.714930308 7.448094485 4.806200904 4.486523595 7.038933855 7.220724867 9.748783782 19.725453543 39.137503070 41.353857718 98.831700973 140.638566895 196.825541733
1976.665753425 17.997922335 17.997922335 7.665054304 7.587152310 8.625469355 7.332679981 4.845381017 4.465467773 6.967722760 7.232396580 9.725708316 19.708244068 39.173422073 41.682369541 97.953213794 139.795056234 195.635469095
1976.747945205 17.746702994 17.746702994 7.531236197 7.529155911 8.538894239 7.220988526 4.883297256 4.445091171 6.898808797 7.243691785 9.703377219 19.691589738 39.208182398 42.000284208 97.103064911 138.978755594 194.483785896
1976.832876712 17.490312715 17.490312715 7.364838826 7.459677139 8.436120192 7.083810630 4.927845385 4.421850030 6.811774404 7.258758055 9.679270910 19.673245827 39.273992768 42.428710622 96.224577732 138.135244933 193.293713258
1976.915068493 17.247100972 17.247100972 7.160724069 7.377807840 8.316262339 6.917710694 4.979181664 4.396010130 6.703302197 7.278539653 9.654362706 19.653755405 39.383481509 42.996411768 95.374428849 137.318944293 192.142030059
1977.000000000 16.995782171 16.995782171 6.949805487 7.293209565 8.192409224 6.746074093 5.032229152 4.369308900 6.591214250 7.298980637 9.628624229 19.633615302 39.496619874 43.583036285 94.495941670 136.475433632 190.951957421
1977.084931507 16.882773876 16.882773876 6.739084812 7.210381146 8.078490462 6.576597792 5.072937124 4.347005846 6.477119555 7.312910056 9.601975839 19.595396260 39.619070082 44.128606238 93.617454491 135.631922971 189.761884783
1977.161643836 16.780701869 16.780701869 6.548756461 7.135568380 7.975596096 6.423522423 5.109705614 4.326861153 6.374066282 7.325491466 9.577906325 19.560875835 39.729670269 44.621379099 92.823982200 134.870042374 188.686980464
1977.246575342 16.735023404 16.735023404 6.378268061 7.068296360 7.886249996 6.286959381 5.137397498 4.309700032 6.281218839 7.331468253 9.552970493 19.518205032 39.810828627 45.013677599 91.945495021 134.026531713 187.496907826
1977.328767123 16.744477885 16.744477885 6.245342961 7.015592295 7.819369553 6.181032281 5.153822743 4.297190429 6.208299769 7.330914280 9.530203890 19.473362813 39.856460857 45.271169486 91.095346138 133.210231073 186.345224627
1977.413698630 16.754247515 16.754247515 6.107987024 6.961131427 7.750259762 6.071574277 5.170795495 4.284263840 6.132950064 7.330341840 9.506678401 19.427025854 39.903614162 45.537244436 90.216858958 132.366720412 185.155151989
1977.495890411 16.763701996 16.763701996 5.975061924 6.908427362 7.683379320 5.965647177 5.187220740 4.271754237 6.060030994 7.329787867 9.483911798 19.382183635 39.949246392 45.794736323 89.366710075 131.550419772 184.003468790
1977.580821918 16.843576297 16.843576297 5.843596806 6.854933875 7.620951445 5.862031576 5.193733196 4.259560580 5.987210865 7.315457042 9.451049889 19.310869032 39.927963351 45.910869418 88.488222896 130.706909111 182.813396152
1977.665753425 16.927015243 16.927015243 5.712431221 6.801489577 7.558863330 5.758713046 5.199713773 4.247404190 5.914519360 7.300426638 9.417713247 19.238284379 39.903200495 46.019378351 87.609735717 129.863398450 181.623323513
1977.747945205 17.007762609 17.007762609 5.585496784 6.749769289 7.498778056 5.658727373 5.205501429 4.235639943 5.844172741 7.285881085 9.385451980 19.168041167 39.879236441 46.124386995 86.759586834 129.047097810 180.471640315
1977.832876712 17.137688462 17.137688462 5.434181942 6.687181435 7.428514477 5.540767574 5.206928973 4.220865615 5.759938245 7.258579763 9.339185671 19.067606879 39.797105862 46.150559931 85.881099655 128.203587149 179.281567677
1977.915068493 17.334653097 17.334653097 5.256874360 6.612602256 7.347990543 5.404178729 5.201334046 4.202556521 5.660734151 7.213356915 9.274600236 18.927739580 39.629722497 46.049728582 85.030950772 127.387286509 178.129884478
1978.000000000 17.538183220 17.538183220 5.073656526 6.535537104 7.264782479 5.263036922 5.195552622 4.183637124 5.558223254 7.166626638 9.207861954 18.783210038 39.456759687 45.945536188 84.152463593 126.543775848 176.939811840
1978.084931507 17.782146843 17.782146843 4.907906790 6.463129878 7.190248911 5.140048981 5.177644182 4.162401953 5.464616379 7.095625206 9.124513079 18.610901484 39.139879191 45.567995723 83.273976414 125.700265187 175.749739201
1978.161643836 18.002501084 18.002501084 4.758197352 6.397729804 7.122928269 5.028963098 5.161468816 4.143221799 5.380068234 7.031494880 9.049230225 18.455267951 38.853664548 45.226991433 82.480504123 124.938384590 174.674834883
1978.246575342 18.199817766 18.199817766 4.630249685 6.340366637 7.064120017 4.935960546 5.143573896 4.124763548 5.307623651 6.966494649 8.976525332 18.309634591 38.557186895 44.837336318 81.602016944 124.094873928 173.484762244
1978.328767123 18.353593461 18.353593461 4.536556250 6.296843467 7.019741316 4.869855350 5.126267006 4.109113828 5.254381574 6.908373940 8.914648626 18.189958249 38.286533368 44.450595783 80.751868061 123.278573289 172.333079046
1978.413698630 18.512495014 18.512495014 4.439739700 6.251869524 6.973883325 4.801546647 5.108383220 4.092942452 5.199364761 6.848315874 8.850709363 18.066292696 38.006858057 44.050963897 79.873380881 122.435062627 171.143006407
1978.495890411 18.666270710 18.666270710 4.346046265 6.208346354 6.929504624 4.735441450 5.091076331 4.077292733 5.146122683 6.790195165 8.788832658 17.946616354 37.736204530 43.664223362 79.023231998 121.618761988 169.991323209
1978.580821918 18.792786212 18.792786212 4.263880180 6.166319330 6.885342036 4.680927755 5.069559844 4.059041004 5.099372972 6.722329813 8.720442483 17.824574851 37.426846016 43.165732307 78.144744819 120.775251327 168.801250571
1978.665753425 18.917654966 18.917654966 4.182459035 6.124442148 6.841265655 4.627115501 5.047858643 4.040683495 5.053043622 6.654067480 8.651825990 17.702615927 37.115978186 42.662214514 77.266257640 119.931740665 167.611177932
1978.747945205 19.038495695 19.038495695 4.103664378 6.083915844 6.798611093 4.575039126 5.026857481 4.022918163 5.008208767 6.588007158 8.585422932 17.584591162 36.815138350 42.174939230 76.416108757 119.115440026 166.459494734
1978.832876712 19.154298130 19.154298130 4.015999671 6.035193528 6.746271770 4.518671210 4.999718186 3.999975602 4.958459380 6.504827515 8.503561876 17.446195646 36.450652967 41.545198937 75.537621578 118.271929365 165.269422095
1978.915068493 19.252473061 19.252473061 3.921596110 5.977554387 6.682959853 4.460205680 4.965121788 3.970747642 4.905074431 6.401473918 8.404047409 17.287079401 36.015769249 40.742367403 74.687472695 117.455628725 164.117738897
1979.000000000 19.353920489 19.353920489 3.824045764 5.917993941 6.617537540 4.399791299 4.929372177 3.940545416 4.849909983 6.294675201 8.301215794 17.122659282 35.566389407 39.912774818 73.808985516 116.612118064 162.927666258
1979.084931507 19.343494671 19.343494671 3.752009174 5.860044331 6.551886895 4.357123222 4.892554568 3.908586878 4.809840106 6.190833284 8.205703577 16.990591572 35.190004116 39.085402825 72.930498337 115.768607403 161.737593620
1979.161643836 19.334077804 19.334077804 3.686943868 5.807702748 6.492589539 4.318584314 4.859299952 3.879721102 4.773647958 6.097040585 8.119434479 16.871304608 34.850043207 38.338099089 72.137026046 115.006726805 160.662689301
1979.246575342 19.284137329 19.284137329 3.637324310 5.760359622 6.439670335 4.288607204 4.829257117 3.853407919 4.746167826 6.014755897 8.046120432 16.777905269 34.575589728 37.680639375 71.258538867 114.163216144 159.472616663
1979.328767123 19.204316080 19.204316080 3.607170950 5.722996680 6.398604701 4.269711341 4.805582656 3.832442692 4.729607723 5.952305888 7.992862495 16.718336109 34.391225567 37.179802001 70.408389984 113.346915504 158.320933465
1979.413698630 19.121834122 19.121834122 3.576012477 5.684388306 6.356170213 4.250185615 4.781119046 3.810778624 4.712495617 5.887774212 7.937829294 16.656781310 34.200715933 36.662270047 69.529902805 112.503404843 157.130860826
1979.495890411 19.042012873 19.042012873 3.545859117 5.647025364 6.315104580 4.231289752 4.757444585 3.789813397 4.695935514 5.825324203 7.884571357 16.597212150 34.016351771 36.161432673 68.679753922 111.687104204 155.979177628
1979.580821918 18.893177077 18.893177077 3.530247545 5.607558677 6.275862758 4.217276551 4.733610117 3.768585241 4.686933933 5.766816826 7.840510057 16.562413188 33.883186258 35.698083909 67.801266742 110.843593542 154.789104989
1979.665753425 18.740967357 18.740967357 3.515426494 5.568048347 6.236783276 4.203543649 4.709807639 3.747379250 4.678344753 5.708615768 7.797006650 16.528974692 33.752936548 35.237490222 66.922779563 110.000082881 153.599032351
1979.747945205 18.593667628 18.593667628 3.501083542 5.529812544 6.198964422 4.190253743 4.686772983 3.726857323 4.670032643 5.652292164 7.754906579 16.496614858 33.626888442 34.791754396 66.072630680 109.183782242 152.447349152
1979.832876712 18.381071033 18.381071033 3.492122647 5.481852035 6.155476150 4.175611331 4.658948916 3.702171382 4.663226301 5.586194807 7.709725137 16.469411464 33.493787836 34.276450443 65.194143501 108.340271580 151.257276514
1979.915068493 18.082804116 18.082804116 3.492430083 5.422490782 6.106635320 4.160047652 4.625860288 3.672949582 4.659371288 5.510130453 7.663429977 16.452639385 33.360612488 33.693938951 64.351149388 107.523970941 150.105593315
1980.000000000 17.774594970 17.774594970 3.492747767 5.361150821 6.056166463 4.143965184 4.591668705 3.642753722 4.655387774 5.431530620 7.615591645 16.435308237 33.222997962 33.092010409 63.512989095 106.680460280 148.915520677
1980.084931507 17.415074280 17.415074280 3.513094415 5.297394715 6.016204647 4.128882253 4.559460124 3.614854036 4.655451217 5.359717342 7.583310680 16.435916399 33.101452784 32.572107332 62.249878933 105.836949618 147.725448039
1980.161643836 17.090345916 17.090345916 3.531472031 5.239808555 5.980110104 4.115258960 4.530368502 3.589654319 4.655508521 5.294853736 7.554153679 16.436465706 32.991670042 32.102517456 61.109005238 105.075069021 146.650543720
1980.246575342 16.788100891 16.788100891 3.554102564 5.187011968 5.951015876 4.102784015 4.505000575 3.567690858 4.654648678 5.237543280 7.531195571 16.434504977 32.881917851 31.699966018 60.076524870 104.231558360 145.460471082
1980.328767123 16.541252345 16.541252345 3.577823254 5.144652837 5.931521247 4.092789958 4.485902723 3.551166853 4.653080745 5.193639776 7.516408029 16.430560183 32.785104639 31.403925135 59.261153951 103.415257720 144.308787883
1980.413698630 16.286175515 16.286175515 3.602334634 5.100881736 5.911376797 4.082462765 4.466168275 3.534092047 4.651460549 5.148272821 7.501127568 16.426483896 32.685064320 31.098016223 58.418604001 102.571747059 143.118715245
1980.495890411 16.039326969 16.039326969 3.626055325 5.058522605 5.891882169 4.072468708 4.447070423 3.517568042 4.649892616 5.104369317 7.486340026 16.422539102 32.588251108 30.801975340 57.603233082 101.755446419 141.967032046
1980.580821918 15.785622668 15.785622668 3.658402566 5.014121133 5.876703535 4.061434287 4.429352533 3.501740044 4.642600167 5.059442239 7.472534642 16.398121569 32.445161017 30.520348740 56.753712522 100.911935758 140.776959408
1980.665753425 15.531988156 15.531988156 3.691148242 4.969687608 5.861777401 4.050363906 4.411737179 3.485975444 4.635019298 5.014537527 7.458804262 16.372669736 32.299881955 30.239956833 55.903837524 100.068425097 139.586886770
1980.747945205 15.286535402 15.286535402 3.722837605 4.926687423 5.847332754 4.039650633 4.394690063 3.470719379 4.627682974 4.971081355 7.445516798 16.348038929 32.159289313 29.968609826 55.081377848 99.252124457 138.435203571
1980.832876712 14.990018423 14.990018423 3.764836230 4.873898241 5.831227908 4.026004077 4.374980843 3.452315643 4.613419246 4.917011134 7.427479369 16.298111233 31.953959750 29.641728966 54.074962934 98.408613796 137.245130933
1980.915068493 14.637359502 14.637359502 3.819657970 4.810008914 5.813836482 4.008850368 4.352699062 3.430461741 4.589375774 4.850641189 7.403424280 16.212290771 31.663240857 29.254159576 52.861153470 97.592313157 136.093447734
1981.000000000 14.272945283 14.272945283 3.876307100 4.743989942 5.795865342 3.991124869 4.329674554 3.407879376 4.564530852 4.782058913 7.378567355 16.123609626 31.362831335 28.853671207 51.606883691 96.748802495 134.903375096
1981.084931507 13.932339269 13.932339269 3.935509152 4.680447000 5.778821710 3.972231411 4.309959636 3.385287531 4.523340569 4.711125789 7.344167355 15.972605084 30.979521899 28.460207438 50.376288982 95.905291834 133.713302457
1981.161643836 13.624695128 13.624695128 3.988981974 4.623053374 5.763427462 3.955166351 4.292152612 3.364881993 4.486136443 4.647057161 7.313096386 15.836213885 30.633306925 28.104820807 49.264784084 95.143411237 132.638398139
