 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -70 -60 -50 -40 -30 -20 -10 0 10 20 30 40 50 60 70 80
time                 
1960.161643836 19.525450943 19.525450943 10.480010710 8.251738478 10.288164443 5.836120451 4.655944079 4.692627527 6.292227294 12.921503951 12.343476739 24.577484266 62.624196116 42.379557253 64.477883256 88.598288467 183.802770717
1960.246575342 19.970230046 19.970230046 10.696448005 8.425174908 10.512741161 5.968099306 4.699493471 4.824112352 6.397019020 14.657593608 12.445392093 24.709298378 62.643207925 42.545806785 64.708741313 89.542760102 183.252777262
1960.328767123 20.329323291 20.329323291 10.868318660 8.562004411 10.692711780 6.074276297 4.736209621 4.934848408 6.483609635 15.955482819 12.548752416 24.863039330 62.817155364 42.755166539 65.045065001 90.441866586 183.268134300
1960.413698630 20.638450067 20.638450067 11.011353976 8.674003994 10.845703464 6.164415738 4.771544891 5.033768439 6.565428329 16.961159108 12.695648072 25.129373200 63.432015175 43.153200037 65.758313499 91.607269887 184.675510438
1960.495890411 20.891106861 20.891106861 11.121067401 8.756808117 10.968219591 6.235879707 4.806276984 5.117539470 6.645020865 17.666314452 12.912553939 25.572957172 64.727797510 43.849216244 67.055729022 93.219448359 188.223234742
1960.580821918 21.127590050 21.127590050 11.212352654 8.820066690 11.079343760 6.298265031 4.849373440 5.192921862 6.744493964 18.179513992 13.296162184 26.412150173 67.438612686 45.198955234 69.610141498 95.969987436 196.101637879
1960.665753425 21.369481445 21.369481445 11.294864239 8.870904780 11.189967577 6.357416719 4.903800342 5.264966185 6.871906101 18.586884171 13.871799956 27.702628183 71.746726251 47.294007733 73.589323991 100.048034764 208.850446050
1960.747945205 21.632123589 21.632123589 11.375360710 8.914241093 11.307825890 6.417065723 4.971997642 5.333313359 7.033843483 18.943792834 14.662487592 29.495981611 77.823362479 50.218881831 79.149764444 105.623448847 226.980206699
1960.832876712 21.956907747 21.956907747 11.468426598 8.959099931 11.452285067 6.487040686 5.063106823 5.406894645 7.252780180 19.337797407 15.769497642 32.021262324 86.441885985 54.347618930 86.998836783 113.417779551 252.800775236
1960.915068493 22.345402993 22.345402993 11.576714681 9.008332096 11.624861657 6.568340698 5.175462139 5.484937641 7.525284047 19.803170085 17.165706763 35.215329385 97.381611228 59.577070012 96.936874726 123.247200037 285.647631720
1961.000000000 22.850656310 22.850656310 11.717379401 9.071515009 11.849975341 6.672482097 5.322038245 5.573118512 7.883367274 20.438461531 19.004807397 39.428514122 111.836395083 66.480941448 110.049796829 136.200135593 329.095737137
1961.084931507 23.522254734 23.522254734 11.907911624 9.159249324 12.151098213 6.811022231 5.513777899 5.680785481 8.354882791 21.366693376 21.414663489 44.952352988 130.800718861 75.537106944 127.240422557 153.190513192 386.145165799
1961.161643836 24.275380876 24.275380876 12.125593482 9.262252222 12.490483404 6.966814934 5.724407651 5.790015715 8.874807579 22.493104901 24.056179427 51.007290121 151.588581549 85.466578009 146.079032241 171.828196995 448.686697184
1961.246575342 25.277571202 25.277571202 12.419953567 9.404843679 12.943943743 7.175263793 6.000145667 8.622161688 9.557185059 24.092716762 27.504351994 58.910302773 178.716637723 98.428002391 170.661587097 196.173653437 530.313155178
1961.328767123 26.438214630 26.438214630 12.765978792 9.576091247 13.471023860 7.418004832 6.314239116 12.655026295 10.336049841 26.064317704 31.419425476 67.881670303 209.504277590 113.142549327 198.560267357 223.832161532 622.951868026
1961.413698630 27.852251351 27.852251351 13.193020763 9.791305176 14.115170666 7.715182453 6.691214500 15.159677868 11.272221509 28.608861438 37.803436408 78.612540373 246.319954855 130.743726958 219.258885380 256.938594273 733.718710265
1961.495890411 29.449385898 29.449385898 13.680990641 10.041208703 14.844726442 8.052826458 7.112893759 17.580510427 12.320474450 31.646320301 53.227843875 90.578291850 287.359936854 150.369881356 180.470516520 293.878618034 857.196573051
1961.580821918 31.378652095 31.378652095 14.277174650 10.351244705 15.728389778 8.462883710 7.616241392 20.009986300 13.572726288 35.558020502 65.759486281 104.816842728 336.181565437 173.724077725 214.490288121 337.861047728 1004.062549649
1961.665753425 33.553436966 33.553436966 14.955291600 10.708086523 16.726667345 8.927657478 8.182629699 22.321447108 14.982231443 40.218317415 80.346439361 120.806867106 390.996573641 199.949875420 261.298131264 387.271612665 1168.954831422
1961.747945205 35.888373810 35.888373810 15.689325682 11.098423815 17.800630535 9.429262754 8.789360077 24.402047695 16.492400193 45.504314718 96.406564992 137.908449576 449.612760135 227.998268386 316.487919220 440.131925230 1345.266266878
1961.832876712 38.531117177 38.531117177 16.526762668 11.548198879 19.018623432 10.000095692 9.477744501 26.347553475 18.205823787 51.826591266 114.661136914 157.290017936 516.035348780 259.785241540 384.503493221 500.050431049 1545.047179224
1961.915068493 41.299351626 41.299351626 17.411011842 12.027772682 20.297100069 10.601611857 10.203471990 27.992772382 20.011990527 58.829384015 133.600330823 177.708543205 586.004943293 293.271750659 461.642611562 563.181094144 1755.491605729
1962.000000000 44.366891782 44.366891782 18.399277653 14.476052545 22.931202650 11.272794432 11.011777856 29.395833391 22.023457865 67.068292675 154.174999998 200.436668377 663.884396261 330.545605468 554.203846158 633.458997185 1764.285714671
1962.084931507 47.655701124 47.655701124 19.471740047 15.185784821 23.861752736 11.999322201 11.895594062 30.384639444 24.222002925 76.553092206 175.429616659 258.337607730 749.034790017 371.299528719 662.842336833 585.554372938 2300.296691573
1962.161643836 50.754728879 50.754728879 20.493783855 15.826833327 24.702249588 12.691020377 12.739736031 31.002518314 26.321398015 85.788435290 194.721907897 299.463012997 830.358199401 410.221705309 769.923149009 676.411224467 2743.209783307
1962.246575342 54.290678474 54.290678474 21.673827497 16.425366410 25.460954841 13.151090656 14.095552828 31.435108171 43.496710793 96.473985132 215.876860910 341.888857688 925.118409024 539.312182703 895.057839708 814.371354581 3192.277926523
1962.328767123 57.792453954 57.792453954 22.859185523 16.915970227 26.058231595 13.617778314 16.022197251 31.622473830 65.736504770 107.071544884 235.837915486 382.482413166 1021.260383326 702.603277601 1020.425098707 948.257570443 3584.840852784
1962.413698630 61.458899138 61.458899138 24.120648652 17.422927504 26.675417574 14.624995294 18.527644673 31.609125261 76.558094118 118.036856146 255.589550842 423.310011444 1124.544058533 814.055386870 1151.493732928 1084.925317780 3947.679210041
1962.495890411 65.016428457 65.016428457 25.368712460 17.913531321 27.272694328 15.607310620 20.753294773 31.425861316 85.644194926 128.395872336 273.471425345 461.034141345 1228.606013633 920.635319403 1276.763268272 1213.320164598 4257.176421531
1962.580821918 68.645246120 68.645246120 26.675347725 18.444499144 27.890526302 16.622439225 22.769868173 31.090484042 93.509769592 138.413223660 289.981153425 496.945370938 1339.099886267 1024.915098983 1399.838487024 1338.270937407 4529.918976705
1962.665753425 72.186262180 72.186262180 27.984726299 18.976687842 28.508391123 17.630445381 24.500925355 30.672599965 100.141554235 147.518788353 304.364015248 529.408619146 1452.291317737 1120.592060820 1513.723682576 1453.947176987 4763.392594121
1962.747945205 75.494989186 75.494989186 29.245053256 19.491709162 29.106324820 18.593490601 25.872283761 30.224120322 105.450423262 155.211898666 315.922685869 556.916287891 1563.291081196 1202.198690319 1612.281653055 1555.014329318 4953.073262264
1962.832876712 78.759887508 78.759887508 30.531266883 20.128992571 29.831272039 19.570191140 26.945343208 29.749960635 109.863497772 161.762000497 325.107892938 580.702066122 1679.087181565 1272.452360746 1699.253756455 1646.233222435 5112.976549724
1962.915068493 81.743178663 81.743178663 31.752344979 20.906750668 30.696911732 20.492349414 27.623694954 29.313371334 113.167663028 166.522263104 331.034969185 598.681850175 1791.975521291 1324.307696350 1766.418790944 1719.902762751 5234.171160465
1963.000000000 84.612333010 84.612333010 32.980779359 21.710434035 31.591406081 21.414999872 27.909999996 28.921320966 115.624999894 169.509999992 333.674999910 611.276041652 1610.615384608 1357.916666648 1814.812499975 1778.437499953 5324.999999426
1963.084931507 87.183267475 87.183267475 34.156065942 22.497578844 32.445529373 22.291336520 27.660975532 28.645194130 117.017805262 169.853174739 331.700655964 615.853405645 1654.382008293 1363.934015059 1834.130791955 1813.043217551 5375.533387771
1963.161643836 89.272085404 89.272085404 35.172195318 23.208548349 33.216995571 23.042517975 27.099874595 28.474153155 117.581032877 168.420585027 326.902897022 614.648312670 1681.534004279 1351.263104261 1832.138113112 1828.002179798 5393.260768383
1963.246575342 91.336193082 91.336193082 36.245636613 23.836274624 33.889083247 23.827690417 26.186917782 28.353776536 117.550442082 165.251733741 318.861372336 608.381701793 1699.615204908 1320.897487452 1812.009740101 1829.177420149 5385.246363856
1963.328767123 93.070375099 93.070375099 37.227227135 24.316700842 34.394414853 24.534070359 25.052302993 28.297818898 116.897777535 160.740103300 308.596477776 597.721806046 1705.352282949 1276.717887070 1775.873631318 1815.614921312 5349.697485491
1963.413698630 94.585891599 94.585891599 38.178524857 24.813141266 34.916590845 25.202346135 23.677292134 28.290420933 115.638083615 154.798524347 295.803031441 582.517349692 1699.796722571 1218.123665377 1723.400173123 1787.736072148 5285.031463323
1963.495890411 95.777701092 95.777701092 39.032443714 25.293567484 35.421922450 25.781353805 22.207106057 28.320159786 113.903241974 148.012069367 281.666204917 564.260811218 1683.789201634 1151.131645565 1659.885186709 1748.472915983 5195.699255808
1963.580821918 96.699957956 96.699957956 39.836350356 25.750492595 35.886236645 26.291446671 20.616714362 28.374322988 111.607924608 140.140591128 265.630414675 542.191393418 1656.039085621 1073.736931407 1582.842928210 1695.821386866 5073.769197360
1963.665753425 97.368906080 97.368906080 40.570407409 26.205408453 36.347608714 26.718103390 19.877308406 28.432610886 108.961159130 131.816761585 248.873954068 518.124267984 1619.621131741 992.446966549 1498.801386676 1634.617384376 4927.655066052
1963.747945205 97.790332834 97.790332834 41.216534303 26.645649606 36.794097813 27.045907141 19.402973703 28.480223040 106.130713109 123.559554821 232.376955232 493.540779219 1576.932249440 912.568657670 1413.066524704 1568.736309024 4764.352475070
1963.832876712 98.010471775 98.010471775 41.819081692 27.158597663 37.300969299 27.291623537 18.985808399 28.507654869 102.995319691 115.048904368 215.447053575 467.420681071 1525.984191078 831.285874964 1322.214462651 1495.323725691 4574.246181651
1963.915068493 98.033899813 98.033899813 42.341125565 27.743919315 37.861206939 27.434891026 18.693925084 28.501314274 99.821048788 107.049778616 199.558041975 442.030975857 1470.886880279 756.190795025 1234.260899199 1420.571980218 4370.852573927
1964.000000000 97.876983481 97.876983481 42.821047129 28.348751689 38.440119168 27.476922613 18.392312324 28.446808542 96.459999918 99.270666660 184.080701723 416.302999988 1408.642857136 684.942857152 1145.666666822 1253.304703533 4141.249999893
1964.084931507 97.530664795 97.530664795 43.229357224 28.864040809 38.888692603 27.384893239 18.052534286 28.316866509 93.091399786 92.384947041 170.285359465 392.018568605 1341.215816044 624.667488954 1062.917552764 1223.081029805 3890.402789467
1964.161643836 97.103823721 97.103823721 43.554697472 29.329463239 39.293855706 27.215974837 17.745637994 28.144570658 90.064296640 86.806097254 159.041461528 371.217498552 1277.509580180 577.915167326 992.711068052 1195.782227729 3652.327785233
1964.246575342 96.531543475 96.531543475 37.052715055 29.716353374 39.611317494 26.952366647 17.481084957 27.899572095 86.736031576 81.238533342 147.764403908 349.318831344 1204.823261507 533.347971513 919.495136662 1168.912257328 3125.020235516
1964.328767123 95.890109260 95.890109260 37.217935371 29.988433820 39.814047322 26.628833500 17.285017503 27.608086405 83.546456649 76.437068590 137.995316685 329.273094693 1132.954468349 497.020995550 853.201705224 1145.581840808 3025.597489877
1964.413698630 95.153213063 95.153213063 37.388663032 30.269583614 40.023534811 26.235864604 17.082414466 27.252398852 80.291511861 72.034498374 129.010685720 309.722298930 1057.908623540 465.811319886 789.309410711 1121.473743737 2922.860652716
1964.495890411 94.383551830 94.383551830 37.553883349 30.541664060 40.226264638 25.810473076 16.886347012 26.856194857 77.191143373 68.275906519 121.335488794 291.928063688 985.359693925 441.112872102 731.924254569 1098.143327216 2823.437907076
1964.580821918 93.543331637 93.543331637 37.664613896 30.761806992 40.348888505 25.337896438 16.675874460 26.389516390 74.058156530 64.896789576 114.466734047 274.805457484 911.737024185 420.835193154 677.594801138 1072.663552958 2717.326779064
1964.665753425 92.679716960 92.679716960 37.772293744 30.978847880 40.467095577 24.852955474 16.465001764 25.876335390 70.996557768 61.885852417 108.407904183 258.731167271 840.297906362 404.106441119 627.361498857 1047.114032403 2611.044076942
1964.747945205 91.830661283 91.830661283 37.876500047 31.188887449 40.581489517 24.384637098 16.260931413 25.337807508 68.109761197 59.268784429 103.230084491 244.137866896 774.047329432 390.519557665 582.491172655 1022.388689930 2508.189849081
1964.832876712 90.947255304 90.947255304 37.961221755 31.412689968 40.673189457 23.914479908 16.015543449 24.740687790 65.212887091 56.815265409 98.497837328 230.010555221 709.355341998 378.373738608 539.809860495 992.006188076 2384.161322968
1964.915068493 90.092057382 90.092057382 38.008032709 31.639633613 40.721315567 23.484737281 15.725184928 24.126103786 62.499688054 54.630542036 94.430155949 217.218539648 651.122482045 367.702171496 501.889755093 955.198392355 2236.942535131
1965.000000000 89.211468494 89.211468494 38.056404028 31.874142046 40.771045881 23.080555357 15.425147790 23.454545448 59.799999977 52.518666659 90.681481486 204.895833328 596.411764700 357.023076920 466.131250028 917.163670110 2084.816454366
1965.084931507 88.337362238 88.337362238 37.984581289 32.022817454 40.700359297 22.740743926 15.109545611 22.742182723 57.237114474 50.511605125 87.365470561 193.611882862 549.375384703 345.733432911 434.311256043 881.426985730 1944.199911816
1965.161643836 87.550713820 87.550713820 37.919709137 32.157104919 40.636513351 22.476279500 14.824485578 22.071954765 55.017634122 48.763420117 84.640644478 184.131864516 512.204450250 335.020475044 408.244880846 849.148690161 1817.191421771
1965.246575342 86.680197866 86.680197866 37.826647955 32.251024600 40.539671901 22.220902544 14.568205611 20.090718532 52.653238755 46.893557467 81.876911102 174.335003213 476.126330879 322.703806692 381.991004775 821.000630560 1708.240032344
1965.328767123 85.834638753 85.834638753 37.719662475 32.298276273 40.425109884 22.006646914 14.367470404 19.735352047 50.456909743 45.151663608 79.441784432 165.550658062 446.124478522 310.382414558 359.159884799 799.808433236 1628.039189278
1965.413698630 84.952711350 84.952711350 37.609110813 32.347103001 40.306729132 21.812703114 14.160044024 19.368140012 48.277737226 43.421655684 77.148485784 157.166139265 419.834627506 297.312709152 338.104867073 777.909829334 1545.164984776
1965.495890411 84.085458224 84.085458224 37.502125333 32.394354674 40.192167115 21.645187329 13.959308817 19.012773526 46.253344627 41.816593059 75.123423086 149.707435563 398.659618178 284.413986472 320.102515834 756.717632011 1464.964141710
1965.580821918 83.164607517 83.164607517 37.354184532 32.401185057 40.012809006 21.485063712 13.754828016 18.646724265 44.251855424 40.237856946 73.216409987 142.713435009 381.126600202 270.918974103 304.041659178 736.636796908 1392.758285497
1965.665753425 82.215855402 82.215855402 37.204342588 32.405880032 39.830350352 21.327472629 13.550496991 18.280734127 42.321441317 38.727122936 71.435453535 136.291272342 366.819231602 257.383915361 289.981548438 716.648390727 1321.094887671
1965.747945205 81.267320617 81.267320617 37.059334255 32.410423556 39.653777462 21.170527171 13.352757289 17.926550123 40.515394880 37.329065008 69.804865187 130.585319751 355.623907646 244.329159949 278.124816808 697.304771843 1251.743212356
1965.832876712 80.252924222 80.252924222 36.874488496 32.394367167 39.405691036 20.996936758 13.117899426 17.500050889 38.707316937 35.949248740 68.852093298 125.176331940 346.355433844 230.966011322 267.514050710 674.405472385 1172.405771457
1965.915068493 79.236717492 79.236717492 36.641970629 32.347032280 39.065048712 20.811533541 12.843842631 16.994594143 37.008075379 34.675360073 68.984070811 120.375504456 339.194050188 218.232752636 258.672744067 647.784620306 1083.868988457
1966.000000000 78.150165403 78.150165403 36.401702165 32.298119564 38.713051644 20.992594334 12.560650610 16.472288839 35.300000009 39.067946682 69.120447575 139.934984796 374.486590414 247.461998875 250.889999986 620.276406491 992.380979357
1966.084931507 77.021663835 77.021663835 36.183215691 32.201610532 38.299638150 20.682604167 12.317020755 16.008104840 33.641354782 36.871269493 64.953944225 131.674473229 349.536920261 229.879377408 244.510890391 594.605579050 915.331763874
1966.161643836 75.977862799 75.977862799 35.985873069 32.114441084 37.926232414 20.402613048 12.096967982 15.588841872 32.172488400 34.887173967 61.190650877 124.213366006 327.001734317 213.998299953 239.583936699 571.419025233 845.738924083
1966.246575342 74.802909445 74.802909445 35.820704374 32.020941222 37.574794128 20.155726111 11.915239051 15.234216682 30.571279058 33.225047997 58.029449505 117.981306231 308.318718380 200.734928550 270.644363884 551.110639546 787.265797479
1966.328767123 73.652989687 73.652989687 35.703356050 31.932855686 37.284084568 19.967094267 11.788705148 14.978345436 29.042847855 32.042557042 55.771411802 113.566883589 295.232677854 191.341694415 257.749502060 535.731035819 745.483373877
1966.413698630 72.460802913 72.460802913 35.582096116 31.841833965 36.983684689 19.772174695 11.657953448 14.713945148 28.034187109 30.820649723 53.438106176 109.005313526 281.710435976 181.635352476 244.424811509 519.838778635 702.308202820
1966.495890411 71.313917704 71.313917704 35.464747792 31.753748428 36.692975129 19.583542851 11.531419545 14.458073902 29.857773633 29.638158768 51.180068473 104.590890884 268.624395450 172.242118341 231.529949684 504.459174908 660.525779218
1966.580821918 70.154512483 70.154512483 35.368705097 31.641857936 36.383715676 19.407228755 11.438667067 14.244685981 28.868722582 28.623974285 49.236579170 100.893223860 257.642787075 164.294953009 220.748225970 489.697852859 624.482123980
1966.665753425 69.031967465 69.031967465 35.273944634 31.528906319 36.074005737 19.231860700 11.347846753 14.033891909 27.733565236 27.620351979 47.312911035 97.239484110 246.790363455 156.437237336 210.095805655 474.994035985 588.801088191
1966.747945205 67.991810695 67.991810695 35.182240961 31.419598303 35.774286441 19.062149679 11.259956127 13.829897646 26.635025869 26.649104587 45.451296712 93.703606932 236.288018015 148.832996361 199.787011801 460.764535785 554.271053557
1966.832876712 66.975051295 66.975051295 35.080307314 31.276251976 35.408181367 18.866411358 11.173489546 13.605878947 25.397042102 25.565415406 43.378359989 89.776265987 224.708920165 140.457980708 188.444144483 444.049781811 515.336680451
1966.915068493 66.056006521 66.056006521 34.970670680 31.090957182 34.967474236 18.645774673 11.096483254 13.368823116 24.041436682 24.394000825 41.143574196 85.556385824 212.389889151 131.560489784 176.409233122 424.792938860 472.673302525
1967.000000000 65.183721049 65.183721049 34.857379491 30.899485894 34.512076867 18.417783432 11.016910085 13.123865424 22.640644414 23.183539090 38.834295542 81.195842988 199.660223771 122.366415829 163.973158050 404.894201143 428.587812001
1967.084931507 64.417782166 64.417782166 34.757858585 30.698354304 34.085486410 18.229502727 10.998069526 12.942448182 21.552638200 22.225171408 37.046583159 77.867427936 189.962839048 115.419201453 154.692233984 387.365159840 393.526395705
1967.161643836 63.807858428 63.807858428 34.667968735 30.516687062 33.700178901 18.059442736 10.981052247 12.778587448 20.569922909 21.359548985 35.431875200 74.861117566 181.203910912 109.144298146 146.309463860 371.532477372 361.858019695
1967.246575342 63.218802435 63.218802435 34.588029314 30.355056206 33.366344097 17.918532306 10.983895358 12.645319402 19.776941645 20.656378679 34.141215067 72.429472421 174.186335535 104.188208088 139.810799109 358.114342690 335.946251222
1967.328767123 62.738981159 62.738981159 34.526274323 30.230119908 33.117201069 17.819919776 11.003927860 12.554723499 19.244664671 20.179274395 33.288321853 70.790960726 169.530844991 100.978846199 135.739129068 348.405295429 318.162285690
1967.413698630 62.336480036 62.336480036 34.462460832 30.101019068 32.859753274 17.718020161 11.024628111 12.461107732 18.694645132 19.686266634 32.406998866 69.097831975 164.720171428 97.662505580 131.531736692 338.372613259 299.785521307
1967.495890411 62.038135755 62.038135755 34.400705840 29.976082770 32.610610247 17.619407631 11.044660613 12.370511829 18.162368158 19.209162349 31.554105652 67.459320280 160.064680883 94.453143690 127.460066651 328.663565997 282.001555775
1967.580821918 61.829694073 61.829694073 34.334259094 29.861984317 32.383081321 17.536759434 11.093926301 12.290696522 17.761818050 18.831035110 30.924174468 66.207042441 156.553546597 92.154106371 125.049194638 320.137942398 268.112814882
1967.665753425 61.700599670 61.700599670 34.267678453 29.748648697 32.157073693 17.455090123 11.144644468 12.211582933 17.368868082 18.458749253 30.307025919 64.977180749 153.108490579 89.906796338 122.729671118 311.688948896 254.452278574
1967.747945205 61.644304665 61.644304665 34.203245575 29.638969064 31.938356634 17.376055306 11.193726566 12.135021395 16.988593920 18.098472618 29.709785387 63.786992015 149.774565400 87.731980177 120.484970937 303.512503571 241.232404726
1967.832876712 61.649256721 61.649256721 34.122193567 29.516069295 31.685886153 17.287130279 11.263639123 12.041971945 16.586006408 17.713421439 29.100240573 62.511434739 146.259565239 85.555041673 118.730049529 294.266193534 227.187010345
1967.915068493 61.707329809 61.707329809 34.021582270 29.382479292 31.401011961 17.189956170 11.360707196 11.930570755 16.181638386 17.321231500 28.522009380 61.207007043 142.750779705 83.556154335 117.896854627 284.096456872 213.004991318
1968.000000000 61.815548883 61.815548883 33.917617264 29.244436288 31.106641962 17.089542924 11.461010871 11.815456191 15.763791429 16.915968563 27.924503814 59.859098424 139.125034652 81.490637419 117.035886561 273.587728989 198.350238323
1968.084931507 61.969608987 61.969608987 33.811289289 29.140617504 30.850612726 17.004300421 11.567932397 11.692491889 15.476365714 16.634720395 27.581872594 58.927179335 136.726673370 80.397311656 118.471951401 264.930773869 189.019771222
1968.161643836 62.132796111 62.132796111 33.715251119 29.046845698 30.619360512 16.927307192 11.664506679 11.581427358 15.216755391 16.380689792 27.272399235 58.085445964 134.560411566 79.409791611 119.769042224 257.111588601 180.592252551
1968.246575342 62.331396890 62.331396890 33.628652016 28.969345994 30.419737747 16.861506050 11.743501889 11.478253515 15.011434877 16.188074066 27.062317217 57.426032513 132.916467036 78.776406121 121.556054017 250.620907499 174.612121432
1968.328767123 62.535977767 62.535977767 33.560569632 28.915321638 30.271508351 16.813321590 11.797692599 11.394180142 14.878172490 16.072308611 26.964648974 57.005067631 131.926795927 78.530008235 123.565112337 246.066045499 171.494994756
1968.413698630 62.753546901 62.753546901 33.490217835 28.859496470 30.118337975 16.763530981 11.853689666 11.307304324 14.740468023 15.952684307 26.863725123 56.570070587 130.904135782 78.275397086 125.641139268 241.359354765 168.273963858
1968.495890411 62.963448304 62.963448304 33.422135452 28.805472114 29.970108579 16.715346521 11.907880376 11.223230951 14.607205636 15.836918851 26.766056880 56.149105705 129.914464673 78.028999201 127.650197588 236.804492764 165.156837182
1968.580821918 63.170898449 63.170898449 33.352966574 28.750507389 29.825403830 16.670092986 11.933636070 11.135375944 14.502016283 15.767685441 26.747032964 55.854205758 129.320573341 78.065154775 130.305876773 232.949572451 164.430454231
1968.665753425 63.363640248 63.363640248 33.283857844 28.695586416 29.681129537 16.625070149 11.957854066 11.047471148 14.398480241 15.701014279 26.732173451 55.566429393 128.748483814 78.116095098 132.991029802 229.137962498 163.830917786
1968.747945205 63.531742115 63.531742115 33.216978428 28.642437087 29.541509253 16.581499662 11.981290837 10.962401990 14.298284072 15.636493800 26.717793277 55.287936137 128.194848787 78.165392185 135.589564990 225.449307705 163.250721227
1968.832876712 63.682399151 63.682399151 33.132263675 28.569252433 29.370039809 16.528765740 11.984314764 10.860619978 14.184467943 15.579881046 26.730453664 54.998352700 127.666914994 78.333711072 138.867315477 221.341449774 163.847940262
1968.915068493 63.802520588 63.802520588 33.026369202 28.470443902 29.162431649 16.465917539 11.954766362 10.740857782 14.058571557 15.540506588 26.784873241 54.715341764 127.223669304 78.676454568 142.947344310 216.912175035 166.259632403
1969.000000000 63.896022443 63.896022443 32.916944912 28.368341753 28.947903217 16.400974399 11.924233014 10.617103512 13.928478625 15.499819648 26.841106803 54.422897130 126.765648757 79.030622847 147.163374104 212.335257806 168.751714281
1969.084931507 63.947047942 63.947047942 32.789290374 28.228042846 28.725983759 16.333208596 11.816914751 10.510389181 13.810558374 15.498177499 26.929526996 54.230616902 126.541450830 79.511812194 150.783507054 208.739630091 173.846441886
1969.161643836 63.959367476 63.959367476 32.673989501 28.101321252 28.525540378 16.272000775 11.719982127 10.414002043 13.704049759 15.496694266 27.009390396 54.056944438 126.338949476 79.946434831 154.053304558 205.491966349 178.448131336
1969.246575342 63.936298146 63.936298146 32.554608464 27.970429246 28.340359720 16.212135158 11.607202711 10.333694082 13.609249298 15.502059626 27.080123524 53.919351120 126.142816303 80.353483195 156.685236454 202.859959603 183.410487150
1969.328767123 63.873975159 63.873975159 32.445672109 27.851256525 28.190432131 16.160496852 11.493708998 10.277021625 13.535932556 15.512836640 27.134478985 53.829779792 125.975376603 80.688313277 158.444706711 201.080827470 188.107271425
1969.413698630 63.765951252 63.765951252 32.333104543 27.728111379 28.035506955 16.107137270 11.376432162 10.218460086 13.460171922 15.523972889 27.190646296 53.737222753 125.802355579 81.034304362 160.262825975 199.242390932 192.960615175
1969.495890411 63.615962419 63.615962419 32.224168189 27.608938658 27.885579365 16.055498964 11.262938450 10.161787630 13.386855180 15.534749904 27.245001757 53.647651424 125.634915880 81.369134444 162.022296231 197.463258799 197.657399449
1969.580821918 63.405776763 63.405776763 32.070670393 27.456566144 27.723513640 15.988327566 11.112093694 10.114093825 13.312405031 15.544904300 27.278262425 53.568427380 125.316079957 81.700676646 163.041003769 196.123841983 203.220453174
1969.665753425 63.146366529 63.146366529 31.915091398 27.302707492 27.561084836 15.920453872 10.959542096 10.066952617 13.238021516 15.555008771 27.310358348 53.489881284 124.989829718 82.031484160 164.019063252 194.809799051 208.819593848
1969.747945205 62.847735378 62.847735378 31.764531081 27.153812022 27.403895671 15.854769652 10.811911516 10.021332094 13.166037470 15.564787291 27.341418919 53.413868933 124.674103680 82.351620463 164.965572429 193.538144601 214.238117080
1969.832876712 62.489594731 62.489594731 31.548246748 26.953872140 27.206146364 15.762932100 10.618034622 9.968974274 13.077909570 15.569456884 27.355959251 53.312390533 124.120708613 82.722170681 165.733164910 192.286772133 221.286011813
1969.915068493 62.094990441 62.094990441 31.245923084 26.689773594 26.960655941 15.637338235 10.367090805 9.910312223 12.971564559 15.565648209 27.343130843 53.179047421 123.237120508 83.141663748 166.153506580 191.171793842 230.326420195
1970.000000000 61.636191263 61.636191263 30.933521965 26.416871764 26.706982504 15.507557908 10.107782195 9.849694770 12.861674716 15.561712579 27.329874821 53.041259539 122.324079465 83.575139916 166.587859639 190.019649608 239.668175522
1970.084931507 61.114552926 61.114552926 30.535672076 26.106344120 26.444403371 15.346777877 9.840177492 9.790420367 12.753309308 15.523991028 27.233966471 52.839691125 120.872724155 83.920994247 165.987964089 189.840974939 248.894534179
1970.161643836 60.598308126 60.598308126 30.176323789 25.825867539 26.207235121 15.201557204 9.598470018 9.736882197 12.655430875 15.489919950 27.147339575 52.657629332 119.561822585 84.233378804 165.446122946 189.679591367 257.228019417
1970.246575342 59.980798144 59.980798144 29.826085085 25.558608598 25.988675273 15.061194586 9.381899501 9.686077154 12.566935890 15.443704508 27.033328554 52.452252725 118.174541820 84.472387331 164.640105530 189.955978439 264.598546587
1970.328767123 59.336046034 59.336046034 29.525088802 25.334454510 25.812247525 14.941631737 9.212987535 9.643660757 12.497131593 15.392210561 26.908568130 52.250466178 116.883077148 84.618533653 163.695816981 190.586117599 270.252284029
1970.413698630 58.621519897 58.621519897 29.214059310 25.102828618 25.629938852 14.818083459 9.038445171 9.599830481 12.425000485 15.339000149 26.779649025 52.041953412 115.548563654 84.769551519 162.720052147 191.237261398 276.094479386
1970.495890411 57.882761601 57.882761601 28.913063027 24.878674530 25.453511104 14.698520610 8.869533205 9.557414084 12.355196188 15.287506201 26.654888601 51.840166864 114.257098982 84.915697841 161.775763597 191.867400558 281.748216828
1970.580821918 57.066544474 57.066544474 28.573709517 24.623834803 25.262398458 14.565388873 8.704969693 9.504923199 12.281243660 15.204915374 26.458375982 51.530273079 112.608280409 84.979092614 160.892569435 193.372710061 280.898415221
