 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1965.246575342 162.058389556 108.404687855 77.758064347 59.485017795 48.270130317 41.323967479 37.121212978 34.800289614 33.863204467 34.017444626 35.087118426 36.958134797 39.539635140 42.732616307 46.401761383 50.350240621 54.300606304 57.887900065 60.672912620 62.182727550 61.980704858 59.895911025 56.458130807 52.345260613 48.137405716 44.276708999 41.076006746 38.757363376 37.506475188 37.538523861 39.183203147 42.896858064 48.997875025 57.929093831 70.327546408 86.977105868 108.711805536 136.232977471 169.809931157 208.862626395 251.487677023 294.611057980 336.110324656 374.468916496 408.555857752 437.713046918 461.775152432 481.033456283 496.162909350 508.133974767 518.128800083 527.272062911 535.952881897 544.379679094 552.776115261 561.380505579 570.446215028 580.243147562 591.060454916 603.210617461 617.035093378 632.771177966 650.108084187 668.553414610 687.555780950 706.497551639 724.692714688 741.390907096 755.788631958 767.048473549 774.326698799 776.808987836 773.753181867 764.536927736 748.707034433 726.026381800 696.513513912 660.469798497 618.489406046 571.448460590 520.471536546 520.471536546 520.471536546 520.471536546 520.471536546
1965.328767123 161.762876526 108.659124392 78.171511531 59.912348454 48.658672834 41.655352504 37.388544951 34.998873517 33.986612296 34.055758221 35.026170125 36.779407660 39.220880930 42.249449041 45.730547904 49.472512333 53.208900963 56.592376393 59.207326253 60.607643723 60.381561534 58.368126290 55.071489216 51.135399922 47.111222228 43.420925429 40.365457505 38.161100790 36.991013461 37.068072068 38.716519675 42.382481342 48.374872319 57.119368407 69.225133732 85.437352361 106.542298049 133.190536541 165.610716459 203.214172008 244.150020941 285.463131650 325.127119864 361.703109827 394.124222825 421.775952327 444.512797276 462.622182300 476.753984836 487.836025425 496.993865125 505.297996585 513.131285576 520.708378021 528.258596116 536.025314455 544.266408605 553.255893283 563.286881153 574.676024182 587.769650526 602.811035931 619.496217820 637.340561460 655.800735825 674.266665111 692.058702901 708.431138812 722.583132466 733.677960558 740.871025516 743.346392461 740.360709862 731.292286477 715.691951694 693.331277502 664.242985502 628.748111403 587.464935261 541.295917413 491.390896878 491.390896878 491.390896878 491.390896878 491.390896878
1965.413698630 161.298826834 108.897963515 78.627913393 60.401557800 49.111124504 42.045345012 37.705805202 35.236821692 34.137318320 34.107680965 34.963190214 36.580693781 38.861611029 41.702644338 44.970350484 48.479126763 51.975071562 55.130654502 57.556569238 58.836428429 58.585927461 56.654993957 53.519066125 49.783815575 45.968574603 42.472808897 39.584202550 37.512643482 36.438641221 36.572891347 38.234280086 41.858698967 47.745849812 56.304011027 68.113556614 83.879340924 104.337493681 130.084766571 161.305749022 197.400079941 236.567776323 275.973876986 313.692641480 348.370305723 379.013642450 405.062410038 426.401674664 443.324969711 456.465847073 466.717045030 475.154432335 482.798608084 490.019323688 497.027166423 504.046404396 511.314536012 519.082911980 527.618543198 537.207224225 548.158135872 560.810144702 575.401835580 591.635261125 609.034618489 627.065242924 645.125186285 662.542102618 678.576600178 692.433209652 703.279903327 710.276642079 712.612708341 709.551619645 700.481272137 684.965755092 662.794179686 634.021092338 598.992820907 558.354624515 513.034893777 464.204852304 464.204852304 464.204852304 464.204852304 464.204852304
1965.495890411 160.689829416 109.091953730 79.084121943 60.909314193 49.588565434 42.460821230 38.046072565 35.493715108 34.301953874 34.167847328 34.902241913 36.377392459 38.490887843 41.137510073 44.185255593 47.454961559 50.705649756 53.629918624 55.864970088 57.024204757 56.750765772 54.905368700 51.934388798 48.405095494 44.804506543 41.509317631 38.793725201 36.861082825 35.889228500 36.086794249 37.767596614 41.357799412 47.148564476 55.531563458 67.059312806 82.397391652 102.232832456 127.109287280 157.167060541 191.792019196 229.230120241 266.759610926 302.553085589 335.343418383 364.215352823 388.669572692 408.629993761 424.405413269 436.622523453 446.148538282 454.019497377 461.213413815 468.080988367 474.819018085 481.636758465 488.755823072 496.411060971 504.852516201 514.348592035 525.190576850 537.698740948 552.097170317 568.092827074 585.219173902 602.950164251 620.691920935 637.779777403 653.481876662 667.010506938 677.542123274 684.246521459 686.324877295 683.055358947 673.843832059 658.275934396 636.165684148 607.595030215 572.938588932 532.868436108 488.335337423 440.525158873 440.525158873 440.525158873 440.525158873 440.525158873
1965.580821918 159.874830721 109.221211697 79.538547169 61.441713609 50.099710700 42.910599295 38.416928233 35.775080345 34.483374224 34.235862981 34.839059423 36.160665273 38.094517877 40.533663824 43.347871957 46.364915667 49.357388036 52.038778901 54.073625582 55.105960538 54.807196801 53.049323526 50.248955796 46.933931731 43.557938002 40.473982619 37.942032943 36.158387473 35.297917829 35.567101245 37.274770551 40.837746064 46.539691437 54.757074355 66.016428443 80.946657011 100.189213147 124.239078252 153.197166777 186.439768893 222.260219620 258.046889137 292.065822877 323.130449382 350.396592369 373.419091700 392.154883870 406.923727504 418.342981196 427.253724567 434.653254654 441.479084371 448.064213475 454.592976421 461.261207195 468.276428430 475.858935666 484.243874077 493.684425038 504.456253884 516.863421001 531.117363945 546.929112591 563.839694428 581.329743676 598.811260876 615.624815014 631.043424939 644.284333629 654.529641599 660.956253990 662.774802169 659.276146999 649.882833441 634.201583358 612.071783944 583.604193212 549.203986905 509.573011702 465.687779930 418.752272862 418.752272862 418.752272862 418.752272862 418.752272862
1965.665753425 158.898942775 108.798423651 79.368102511 61.387510986 50.097207542 42.927471890 38.435650899 35.784844571 34.476155542 34.204414627 34.775866633 36.057454407 37.942181760 40.322598054 43.068774691 46.010098444 48.922571780 51.525201608 53.490081313 54.470177157 54.145843345 52.393801204 49.623345353 46.351652493 43.022848756 39.982465512 37.485054893 35.722891959 34.867166438 35.119634883 36.781406193 40.257434646 45.819318793 53.826232284 64.779891100 79.276666998 97.919130210 121.161534145 149.071661027 181.015842297 215.321455135 249.460917557 281.777490636 311.157261410 336.825322448 358.395020842 375.865902098 389.582022745 400.166928372 408.452044893 415.412767358 421.959121222 428.402486099 434.906141543 441.643603125 448.799210762 456.569453303 465.165114300 474.814343954 485.766793092 498.298989072 512.599584430 528.382402377 545.196505055 562.529334554 579.798985321 596.351976096 611.467784385 624.371363959 634.254592326 640.307050187 641.755703786 637.911970876 628.223385734 612.325786753 590.090840357 561.663035327 527.480279799 488.273101507 445.039265511 398.993287291 398.993287291 398.993287291 398.993287291 398.993287291
1965.747945205 157.804139644 108.169869633 78.985746157 61.141746892 49.930492968 42.808001455 38.344875660 35.711261482 34.412063909 34.144135058 34.714712320 35.991113265 37.866349510 40.232798454 42.960357054 45.878430833 48.763453532 51.335497776 53.268530398 54.218246005 53.868417467 52.098635520 49.317374717 46.039467206 42.706367781 39.660872093 37.154757379 35.377278104 34.495900517 34.707146770 36.303956815 39.679187410 45.091525594 52.882855657 63.531211513 77.602569723 95.663497244 118.130501758 145.040051743 175.747195833 208.606521762 241.162818866 271.830286953 299.565573795 323.663758614 343.800021810 360.021906529 372.704554840 382.485312827 390.194066209 396.792940943 403.171366779 409.616226051 416.264288206 423.261230613 430.762575405 438.935170602 447.959284604 458.031400895 469.367824605 482.209246347 496.713794565 512.596609008 529.414603884 546.661698782 563.761972350 580.068352157 594.868110557 607.396364412 616.858469790 622.461623208 623.455118540 619.177597172 609.108360370 592.918543881 570.516899995 542.084340941 508.091511155 469.294652126 426.706954503 381.545334358 381.545334358 381.545334358 381.545334358 381.545334358
1965.832876712 156.521672448 107.490485775 78.608832485 60.922929082 49.796709668 42.720201921 38.280804572 35.657119994 34.358266766 34.083041671 34.639362547 35.894525666 37.741196272 40.071403578 42.755031584 45.622179251 48.451058969 50.964915325 52.842391060 53.745123966 53.363396716 51.581137397 48.803210715 45.538195358 42.221444434 39.190437944 36.692458723 34.912672056 34.014089461 34.187237203 35.715642319 38.978147329 44.218842773 51.759639598 62.050751365 75.622148985 92.997525470 114.548239209 140.273078635 169.513138436 200.654897597 231.329514135 260.038612250 285.827529978 308.080070831 326.550533058 341.348768916 352.891621206 361.837292427 369.018538915 375.387525751 381.814250709 388.551601952 395.697328447 403.356396068 411.642080673 420.677359783 430.596647190 441.547925783 453.695347845 467.222389851 482.237000834 498.453083659 515.436748267 532.689656076 549.643886779 565.662324037 580.045788192 592.048021576 600.899278804 605.838659799 606.154445819 601.230602061 590.596394368 573.974892358 551.325207295 522.872875978 489.123069527 450.852424460 409.077281187 364.998820330 364.998820330 364.998820330 364.998820330 364.998820330
1965.915068493 155.139751277 106.839648493 78.304112989 60.785751694 49.740074550 42.699306766 38.270778620 35.642502006 34.327787061 34.026909178 34.547815775 35.757110484 37.546572272 39.807651891 42.410514656 45.187006333 47.919135247 50.336391461 52.126098241 52.960334662 52.540102480 50.755480851 48.003534679 44.780913203 41.511970612 38.525266249 36.061273498 34.299737870 33.398433005 33.541165356 35.000817598 38.140273934 43.187502632 50.441791257 60.321272921 73.314106117 89.894081782 110.380061021 134.727295742 162.261486687 191.407815023 219.900502876 246.346956414 269.900198786 290.051313258 306.649809702 319.880228693 330.209477847 338.321589622 345.055167641 351.355379597 358.075071348 365.425930491 373.456801617 382.221459145 391.779206552 402.195553803 413.542984584 425.901826875 439.361242546 454.020354290 469.910924260 486.740099357 504.083130250 521.450079285 538.283335193 553.960551670 567.804116051 579.098062415 587.112937538 591.138489739 590.523191931 584.718585547 573.325346423 556.136981373 533.176356918 504.720041621 471.305884772 433.720455067 392.964901722 350.200305468 350.200305468 350.200305468 350.200305468 350.200305468
1966.000000000 153.569363769 106.064577348 77.915255846 60.590100064 49.641917705 42.648505913 38.239143966 35.612482538 34.286784946 33.964277654 34.453217444 35.619650170 37.354476574 39.548451179 42.071771859 44.757652703 47.391412876 49.708258100 51.403731351 52.160126586 51.689365102 49.888715758 47.149737815 43.959085976 40.731182833 37.786004357 35.357136161 33.618779071 32.723678835 32.849912518 34.262165385 37.311392444 42.211974361 49.242479742 58.789083064 71.293258086 87.164114819 106.636763062 129.568261872 155.186966329 181.852496364 207.318226670 230.342394401 250.320674558 267.038754776 280.656352439 291.653200156 300.758687613 308.885456109 317.082929006 326.522161904 338.260599591 352.442880481 368.969564646 387.724029071 408.555592213 431.262571488 455.575584217 481.141784663 507.511125957 534.126120127 560.353640916 585.610700133 609.285724323 630.717622915 649.213680705 664.073063293 674.615538199 680.214459797 680.332462433 674.557713519 662.638074022 644.510183841 620.320418470 590.434918800 555.436513872 516.107325999 473.397103343 428.378744598 382.193895892 335.992717751 335.992717751 335.992717751 335.992717751 335.992717751
1966.084931507 151.839946570 105.201082950 77.474150458 60.361234104 49.520646471 42.579802203 38.191994967 35.567607397 34.230464521 33.885117788 34.340412208 35.462107123 37.140550072 39.266222060 41.709898131 44.306821532 46.846349064 49.070086505 50.682268808 51.375451898 50.871890387 49.074401311 46.365998997 43.220953336 40.042557068 37.141944494 34.746052691 33.023792482 32.122673698 32.213827169 33.550692805 36.467328033 41.161663220 47.889881802 57.007481203 68.917979456 83.988760959 102.417253588 124.040568673 148.104550332 173.046350286 196.752065161 218.074385004 236.473385235 251.776904618 264.161349475 274.098195356 282.286655871 289.591323988 296.999366496 305.607516939 316.402970056 329.516716304 344.852060013 362.297023142 381.708092706 402.893929978 425.599323771 449.490043187 474.139631772 499.019560279 523.532429612 547.141730483 569.289705982 589.374132978 606.764368534 620.822337344 630.928107321 636.509222395 637.072442040 632.236027168 621.760276103 605.573725074 583.792355793 556.729356142 524.893490222 488.974944952 449.818580210 408.385719694 365.706842496 322.828609642 322.828609642 322.828609642 322.828609642 322.828609642
1966.161643836 150.175402315 104.363215381 77.042415800 60.135192179 49.399944223 42.511431908 38.146008666 35.525413564 34.178927156 33.813453595 34.238523608 35.319740014 36.947028191 39.010691254 41.382095157 43.898388164 46.352644771 48.492311243 50.029509429 50.666064919 50.133526128 48.339631747 45.659531677 42.556206284 39.422848793 36.562598873 34.196398913 32.488395478 31.581374808 31.640183199 32.908072410 35.703794549 40.210404226 46.663892699 55.392157374 66.764670916 81.111529448 98.596668696 119.039746578 141.702716062 165.092411892 187.213657419 207.003512017 223.979544020 238.007225057 249.277886481 258.255679252 265.612926994 272.171358118 278.862556702 286.716869874 296.658682666 308.806548040 323.065984304 339.328969668 357.458222835 377.271475021 398.525989886 420.903954023 443.999739677 467.310409449 490.270391796 512.385525363 533.147384866 552.007816479 568.393305462 581.723666420 591.434741845 597.004385787 597.980566569 594.009987882 584.865254941 570.468361619 550.908204695 526.449990811 497.534818109 464.768384723 428.898660527 390.783378585 351.349247302 311.545721559 311.545721559 311.545721559 311.545721559 311.545721559
1966.246575342 148.242326344 103.342806545 76.482972492 59.817378724 49.211856213 42.392936510 38.062760033 35.456161069 34.109035655 33.731457081 34.134247229 35.183315411 36.768510258 38.780176646 41.090331503 43.537877842 45.919193718 47.986853406 49.459867822 50.048137992 49.491296264 47.701327991 45.046424758 41.979673002 38.885464411 36.059997564 33.719017306 32.022526061 31.109166675 31.138230440 32.343937460 35.031488545 39.370878586 45.580510638 53.964428749 64.863003222 78.574992137 95.237111874 114.656694601 136.113343373 158.178270448 178.961973606 197.474219723 213.279875570 226.273292092 236.654504514 244.877248258 251.587116152 257.566143612 263.696090095 270.948817429 280.194007145 291.540407347 304.896585312 320.159072916 337.197289143 355.838472748 375.852855080 396.939656253 418.714853370 440.702025036 462.366578524 483.247747149 502.873689449 520.735657819 536.301121367 549.030830702 558.399546471 563.919786665 565.167549876 561.808579919 553.623399090 540.529105645 522.595858618 500.056103300 473.304949321 442.890699707 409.495310439 373.905469325 336.975923834 299.587544174 299.587544174 299.587544174 299.587544174 299.587544174
1966.328767123 146.290798629 102.274702272 75.871598153 59.452113237 48.983484672 42.241918716 37.954776154 35.370022173 34.030442040 33.649643726 34.040131797 35.068495878 36.624815825 38.599655202 40.865642126 43.263078223 45.590877825 47.605507686 49.031188183 49.583920823 49.009447320 47.222954412 44.587329253 41.548172123 38.483250320 35.683556462 33.360940477 31.672285718 30.753085731 30.758373411 31.915423191 34.519031865 38.729282897 44.751358641 52.871542997 63.408839748 76.639517219 92.681684138 111.336187813 131.899491406 152.995025305 172.815306396 190.424133250 205.419210544 217.712723764 227.506942646 235.243691250 241.545085247 247.160869530 252.933826001 259.791060523 268.561028845 279.346172943 292.058505250 306.599076650 322.843563932 340.627873155 359.733966332 379.876454992 400.690852320 421.724715038 442.469894640 462.487499917 481.327239926 498.502822490 513.504333193 525.814410699 534.927970523 540.374878800 541.744595074 538.711424060 531.058685927 518.699883940 501.694868361 480.259109168 454.764523457 425.730857411 393.807367349 359.745416918 324.363515982 288.507160032 288.507160032 288.507160032 288.507160032 288.507160032
1966.413698630 144.206059777 101.129805948 75.214597078 59.059041001 48.737802923 42.079910333 37.839637481 35.279013553 33.948235479 33.564739976 33.942879184 34.950016202 36.476519987 38.413221472 40.633420206 42.978905097 45.251255807 47.211005191 48.587794111 49.103951669 48.511536744 46.729013122 44.113698333 41.103382772 38.068945930 35.295983075 32.992316542 31.311609305 30.386100717 30.366414435 31.472625113 33.988749115 38.064626745 43.891807527 51.738301673 61.901190152 74.633751596 90.035194094 107.899991851 127.542201344 147.639005324 166.467007111 183.145223158 197.304834094 208.876174159 218.063748449 225.297190102 231.174620191 236.412779052 241.814591794 248.261378387 256.539387942 266.744494107 278.792100385 292.587741490 308.013339085 324.913481035 343.081909025 362.248718724 382.069107497 402.114828040 421.904629675 441.022700935 459.041900155 475.500220486 489.912371337 501.784982751 510.635215523 516.012228453 517.520590515 514.844363005 507.770257318 496.208046624 480.206323020 459.961787497 435.820564371 408.270547373 377.924484780 345.494337858 311.758314427 277.522782088 277.522782088 277.522782088 277.522782088 277.522782088
1966.495890411 142.145312903 99.994697722 74.561821364 58.668079322 48.493527469 41.919195888 37.725941672 35.189729707 33.868127583 33.482399566 33.848763752 34.835385061 36.332953555 38.232596552 40.408302245 42.703340683 44.921914137 46.828530337 48.158105412 48.639103958 48.029687800 46.251447904 43.656220266 40.674165167 37.669457640 34.922455877 32.637085159 30.963897153 30.031983663 29.987693255 31.044110844 33.474790908 37.419660255 43.057105832 50.637535897 60.436977458 72.686717980 87.468009049 104.569489791 123.322412176 142.455760181 160.326826506 176.107440780 189.460719283 200.334276628 208.934705632 215.679957934 221.145198440 226.015589784 231.055906330 237.103621482 244.904533225 254.548110808 265.952877883 279.028533587 293.662837088 309.708524575 326.970422430 345.193224015 364.050712197 383.137518042 401.998021126 420.239165208 437.456998750 453.213987695 467.049800971 478.495530555 487.091157683 492.405766137 494.059660994 491.747207146 485.258896088 474.500927417 459.510499406 440.465081012 417.684211564 391.622848454 362.855934382 332.054631470 299.955490343 267.324589529 267.324589529 267.324589529 267.324589529 267.324589529
1966.580821918 145.685264360 102.031989465 75.774827272 59.405169609 48.941471525 42.181897981 37.862940127 35.235828645 33.843821342 33.399645800 33.714343279 34.652991872 36.104619371 37.959774159 40.092773173 42.348010779 44.531485925 46.409984761 47.720891099 48.194930309 47.591859576 45.832788171 43.264312908 40.310843442 37.331987473 34.604780645 32.330726513 30.658281821 29.714043600 29.640526075 30.644241524 32.988767600 36.804442727 42.257213165 49.581244149 59.033626306 70.826615223 85.027225636 101.422318971 119.363784904 137.633658792 154.667525468 169.685558720 182.377229985 192.701483560 200.861608129 207.259750231 212.445671524 217.072300377 221.867279932 227.626678761 235.058921441 244.248669847 255.118340494 267.582234328 281.534165374 296.835122181 313.301108882 330.691595732 348.699302432 366.942325695 384.990644419 402.470312055 418.995362189 434.146850860 447.483010805 458.552734776 466.912227559 472.144367630 473.879987426 471.819945029 465.756557884 455.592745229 441.357125789 423.213380686 401.462445277 376.536543467 348.984703333 319.450143978 288.640723851 257.294394610 257.294394610 257.294394610 257.294394610 257.294394610
1966.665753425 151.223369212 105.198950725 77.653847642 60.548245852 49.642667471 42.604115492 38.099461659 35.341494401 33.851483561 33.329221752 33.578032915 34.458461394 35.857087357 37.663491265 39.752140753 41.968436568 44.119981910 45.975458401 47.274066354 47.747863655 47.157086387 45.421408762 42.882094747 39.958108364 37.004893986 34.296555414 32.032491387 30.359288341 29.401188740 29.296949800 30.246555024 32.503635788 36.188949470 41.456081662 48.523151779 57.628652407 68.966291094 82.589427769 98.283690808 115.421869704 132.838705805 149.047007473 163.314257783 175.355445304 185.140240989 192.868323154 198.926020673 203.837927349 208.225158948 212.778780977 218.254112621 225.322809630 234.064781847 244.406229452 256.265911791 269.543504926 284.107993002 299.786224473 316.352027244 333.516549554 350.920761888 368.159750551 384.878871951 400.710644663 415.255368818 428.090633018 438.784027957 446.908933576 452.062961650 453.888316624 452.093011673 446.471580731 436.923703292 423.469051350 406.256716355 385.567805573 361.810219278 335.505214626 307.266082702 277.770039395 247.725166374 247.725166374 247.725166374 247.725166374 247.725166374
1966.747945205 157.662968955 108.856637065 79.812480037 61.856888794 50.444916509 43.089306595 38.375589538 35.471925756 33.874221201 33.267442265 33.446119659 34.265651658 35.609827949 37.367072353 39.411891880 41.590601274 43.712285702 45.547330541 46.836467351 47.312709198 46.736338139 45.025255175 42.515455122 39.620678338 36.692447488 34.002154177 31.747273638 30.072668458 29.100355953 28.965479076 29.861697119 32.032994060 35.590849914 40.676924696 47.493911385 56.262494699 67.158718609 80.223080320 95.240338333 111.603634110 128.198428721 143.611507340 157.155444961 168.569433024 177.833251310 185.143047588 190.870008295 195.514678812 199.667778187 203.985402416 209.183887324 215.899682693 224.208059569 234.038731433 245.314606823 257.940832194 271.793870755 286.710733931 302.478726585 318.826320760 335.416022721 351.866759098 367.843008878 382.996025062 396.945778046 409.289810824 419.615159919 427.513234115 432.597273818 434.521710239 433.002431005 427.836671473 418.921029565 406.265988749 390.005367409 370.399320382 347.829908875 322.788813026 295.857444830 267.680460185 238.934380058 238.934380058 238.934380058 238.934380058 238.934380058
1966.832876712 165.058766017 112.986189399 82.203566587 63.273915294 51.288231410 43.577260266 38.631495722 35.567451179 33.851958686 33.153158919 33.255715905 34.009337969 35.294803040 36.999365231 38.997694022 41.137220340 43.228736024 45.044516363 46.326909993 46.809820001 46.253335658 44.573087393 42.098893858 39.238518751 36.339095844 33.669050247 31.423784776 29.746278307 28.756031034 28.584003335 29.416473639 31.486158584 34.893781031 39.767277956 46.291726146 54.667694549 65.051634488 77.470424125 91.709455953 107.187208374 122.849292368 137.368516826 150.108677298 160.835314461 169.537993444 176.406938668 181.794304409 186.171780929 190.094429888 194.177932971 199.094052438 205.439281935 213.283778882 222.561234273 233.199057560 245.108208496 258.173067509 272.241449265 287.115087468 302.541150530 318.205576332 333.753737953 348.872929956 363.237651228 376.492706069 388.261266540 398.155783818 405.791665455 410.803389916 412.862451059 411.696235914 407.106670167 398.987253791 387.336993657 372.269756365 354.017739492 332.928103015 309.452303449 284.128295046 257.556445480 230.370678955 230.370678955 230.370678955 230.370678955 230.370678955
1966.915068493 172.764149348 117.191650661 84.573806677 64.630747997 52.056446197 43.985528554 38.807262909 35.583777003 33.751637074 32.961680303 32.988569176 33.676363278 34.902971034 36.554685072 38.506590774 40.607513715 42.670228771 44.469138776 45.748364851 46.242731314 45.712014182 44.069168055 41.636901249 38.816211463 35.949365340 33.301576199 31.066045413 29.383729597 28.371334839 28.155073545 28.912773287 30.864248957 34.098041675 38.726687751 44.915671300 52.843489950 62.645600536 74.335211410 87.700674973 102.191570446 116.823556870 130.367361766 142.243403171 152.244761013 160.369473794 166.798575046 171.860635107 175.993282936 179.710534747 183.582341073 188.230655278 194.207725058 201.578297237 210.280523672 220.246601289 231.393497493 243.613716255 256.766201452 270.667673746 285.084904061 299.728630707 314.272798717 328.431094727 341.905829441 354.371965560 365.484257389 374.886939297 382.225901976 387.163082010 389.392546645 388.657500910 384.767204488 377.612592429 367.179280781 353.556637156 336.941731203 317.637261947 296.042980759 272.640662410 247.973273389 222.619580512 222.619580512 222.619580512 222.619580512 222.619580512
1967.000000000 181.129999997 121.718734220 87.106251140 66.071073512 52.867507657 44.414730685 38.991616540 35.601373162 33.647968389 32.763691209 32.712517556 33.332475618 34.498397135 36.095519729 37.999335800 40.060127260 42.092773815 43.873972412 45.149801999 45.656173667 45.152648657 43.549413557 41.161586539 38.382917562 35.550467046 32.926036539 30.700523870 29.012801705 27.976699221 27.713512042 28.392282923 30.219425864 33.270952612 37.643630579 43.482961841 50.945073253 60.144349089 71.080609149 83.545917936 97.022222703 110.596963523 123.140520100 134.130367290 143.387019347 150.916733196 156.891000612 161.614376496 165.489907470 168.989936124 172.637929918 177.005144879 182.598731311 189.477813788 197.584979749 206.857203591 217.217465267 228.566412657 240.774156290 253.672461475 267.047785448 280.635786895 294.139329116 307.299668179 319.848530171 331.492897475 341.921195011 350.811700986 357.843140865 362.707243537 365.122832554 364.850808073 361.709167986 355.587045500 346.456633212 334.381847440 319.522682408 302.134423085 282.561224791 261.224007099 238.603111574 215.216685164 215.216685164 215.216685164 215.216685164 215.216685164
1967.084931507 189.707967087 126.183930566 89.487016300 67.339473860 53.511773252 44.690490199 39.037613921 35.495230457 33.434246804 32.468641256 32.352208374 32.917527878 34.036913915 35.595003709 37.467958424 39.507482500 41.530125316 43.313961280 44.605618158 45.140299419 44.675430090 43.117179368 40.774032246 38.034242185 35.231385777 32.625306762 30.405732352 28.710343331 27.650909696 27.344793538 27.953753245 29.673004044 32.568130392 36.722958982 42.266826122 49.338090857 58.034918685 68.347771694 80.073881870 92.724084128 105.446694752 117.194629015 127.491196122 136.177648164 143.264967935 148.914889965 153.410674870 157.125897152 160.498172529 164.012875005 168.200280789 173.531542514 180.061779819 187.737542677 196.499874296 206.276645674 216.974930824 228.473507629 240.615727501 253.203160454 265.990582985 278.702848596 291.101299175 302.938836427 313.945540893 323.834209385 332.307891494 339.069395202 343.832574364 346.335029853 346.351664377 343.708346542 338.294784692 330.075609833 319.098643054 305.499395454 289.501028601 271.409289865 251.602314227 230.515621940 208.623095912 208.623095912 208.623095912 208.623095912 208.623095912
1967.161643836 197.405003928 130.142100071 91.570894246 68.433446841 54.055764372 44.912742203 39.060915383 35.387661907 33.234507994 32.199260183 32.026767823 32.544846782 33.623628327 35.147259676 36.992547128 39.012537292 41.025386064 42.810568842 44.115426873 44.674784085 44.244393965 42.726931099 40.424695887 37.720714445 34.945207333 32.356115147 30.142039735 28.439561415 27.358584127 27.012904528 27.557661922 29.177909225 31.929879106 35.885838159 41.160727195 47.877175187 56.119131762 65.869099045 76.929386413 88.837021526 100.794839088 111.829235431 121.503941453 129.678292172 136.367242605 141.723755172 146.012155889 149.579852621 152.833608999 156.224905719 160.247500320 165.340411895 171.555067700 178.841421392 187.144013583 196.394929487 206.506795738 217.365898388 228.825646744 240.700754835 252.762656872 264.755585763 276.459439840 287.647043587 298.070318103 307.465222116 315.558472731 322.076024151 326.753146691 329.345791600 329.642760393 327.478035621 322.742491994 315.394113096 305.465809871 293.069989553 278.399167898 261.722154195 243.375656148 223.751526455 203.280269076 203.280269076 203.280269076 203.280269076 203.280269076
1967.246575342 205.719880829 134.362743048 93.765059373 69.570713453 54.613349424 45.135865834 39.080402838 35.275587280 33.031714756 31.929587706 31.704762547 32.180173455 33.223747440 34.719134604 36.543730879 38.551765571 40.562688800 42.356878979 43.681706910 44.270798937 43.877402294 42.400270811 40.136337421 37.464518209 34.712651428 32.137535048 29.927221509 28.217673890 27.117454320 26.737539425 27.227683296 28.764620414 31.396952792 35.187587664 40.239898416 46.663992145 54.532672759 63.822498554 74.340450909 85.645233173 96.983993566 107.442349991 116.616243844 124.379189017 130.749043753 135.871527327 139.995648207 143.447757544 146.609849337 149.906234244 153.801443501 158.708852508 164.677077994 171.658968051 179.602042160 188.441935125 198.095876639 208.456285825 219.384690741 230.706317622 242.205826889 253.642556876 264.809941817 275.494980823 285.465054664 294.472457840 302.260567916 308.571636346 313.156062436 315.782870470 316.250958715 314.400541407 310.124077482 303.375891117 294.179657400 282.632967042 268.908306916 253.249999705 235.966927167 217.421197154 198.013273854 198.013273854 198.013273854 198.013273854 198.013273854
1967.328767123 213.397829784 138.203079128 95.730963071 70.571836434 55.092437219 45.318071621 39.084721403 35.167061164 32.847013092 31.690109135 31.423671369 31.866381091 32.884291747 34.360656979 36.173367332 38.177564981 40.193572788 42.002137628 43.350076008 43.969276025 43.610095927 42.167528341 39.934564628 37.287528934 34.553037309 31.987549202 29.779126355 28.063596120 26.948786250 26.543840112 26.994860416 28.472885547 31.021283276 34.696596264 39.594400922 45.816448930 53.428228553 62.402613644 72.550163355 83.444664768 94.363550585 104.432565889 113.269259353 120.756515372 126.913974714 131.882339721 135.900210005 139.279712479 142.386169597 145.625666671 149.443208352 154.235130604 160.048311094 166.837671964 174.552852453 183.131963206 192.495371757 202.539596832 213.131512341 224.103189028 235.247826432 246.334295238 257.163819121 267.531255406 277.212498969 285.968800774 293.552654937 299.715241893 304.215298900 306.829154359 307.361518091 305.656478553 301.608035354 295.169409121 286.360337890 275.271604823 262.066155671 246.976357899 230.297218634 212.375696986 193.596588914 193.596588914 193.596588914 193.596588914 193.596588914
