 tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium tritium
lat_bins -80 -78 -76 -74 -72 -70 -68 -66 -64 -62 -60 -58 -56 -54 -52 -50 -48 -46 -44 -42 -40 -38 -36 -34 -32 -30 -28 -26 -24 -22 -20 -18 -16 -14 -12 -10 -8 -6 -4 -2 0 2 4 6 8 10 12 14 16 18 20 22 24 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 66 68 70 72 74 76 78 80 82 84 86 88
time                                                                                     
1997.580821918 10.874734861 7.757322351 5.967571197 4.919468853 4.318330561 4.010816949 3.916618899 3.995706053 4.231766707 4.623151226 5.177080344 5.904788682 6.816142974 7.912798864 9.179539429 10.574338619 12.019027233 13.394035179 14.541921253 15.284196263 15.453117746 14.968461841 13.961471412 12.632118843 11.168896014 9.721457098 8.391461195 7.236473335 6.280547855 5.526463652 4.966773684 4.585275513 4.344722986 4.214971339 4.176315756 4.215882341 4.325241677 4.498723552 4.732117846 5.021568627 5.362547431 5.750260050 6.183733668 6.662385969 7.184446141 7.746580891 8.343511322 8.967646119 9.608766439 10.253807400 10.886788551 11.491755616 12.062688019 12.597320137 13.094648038 13.554900148 13.979475630 14.370859454 14.732523456 15.068822430 15.384893718 15.685111737 15.968433694 16.232370476 16.474408701 16.692036543 16.882772079 17.044193897 17.173973617 17.269909890 17.329963381 17.352292122 17.335286586 17.277603762 17.178199452 17.036357991 16.851718579 16.624297437 16.354505001 16.043157476 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1997.665753425 10.863907532 7.753254812 5.966626957 4.920010515 4.319574587 4.012353701 3.918196519 3.997122651 4.232807091 4.623540895 5.176445447 5.902619326 6.811763954 7.905358514 9.168033700 10.557691490 11.996245741 13.364442453 14.505440671 15.241618392 15.406245022 14.919855694 13.913466178 12.586378559 11.126352872 9.682406296 8.355723430 7.203556031 6.249766555 5.497009342 4.937724148 4.555630967 4.313628049 4.181693780 4.140188001 4.176275398 4.281563191 4.450437188 4.678784173 4.962908812 5.298530701 5.681141780 6.109853320 6.584110383 7.102165097 7.660690989 8.254386959 8.875597158 9.513983575 10.156298300 10.786310387 11.387827846 11.954878611 12.485370952 12.978527926 13.434850317 13.856046850 14.244941598 14.605368745 14.942064499 15.260565211 15.565559292 15.855902205 16.128864217 16.381651900 16.611435426 16.815379549 16.990678067 17.134591448 17.244487175 17.317882248 17.352487143 17.346250422 17.297403065 17.204501505 17.066468270 16.882629084 16.652745281 16.377040367 16.056219679 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1997.747945205 10.853429472 7.749326847 5.965725809 4.920549165 4.320793347 4.013855239 3.919736402 3.998504805 4.233822459 4.623922852 5.175831031 5.900513807 6.807512677 7.898136411 9.156869024 10.541544134 11.974157721 13.335763584 14.470103200 15.200394281 15.360884322 14.872839679 13.867051193 12.542168547 11.085242168 9.644673347 8.321189147 7.171740131 6.220004827 5.468518338 4.909611695 4.526930506 4.283513915 4.149460285 4.105192453 4.137912612 4.239263332 4.403684185 4.627154824 4.906133882 5.236579027 5.614257091 6.038360088 6.508360022 7.022532372 7.577558934 8.168119047 8.786496276 9.422238772 10.061922299 10.689073453 11.287269178 11.850582153 12.377086705 12.866223420 13.318754492 13.736685987 14.123167905 14.482383078 14.819435438 15.140247300 15.449813254 15.746896521 16.028541874 16.291692021 16.533215609 16.749940134 16.938689628 17.096326870 17.219799698 17.306190829 17.352770404 17.357050305 17.316839126 17.230296494 17.095985343 16.912920605 16.680612756 16.399104625 16.068999931 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1997.832876712 10.828184784 7.735914883 5.957989905 4.915575175 4.317077675 4.010520746 3.916169657 3.994169566 4.228148285 4.616226142 5.165252291 5.885969961 6.787674782 7.871453510 9.121666945 10.496228994 11.917540471 13.267486940 14.391094986 15.113205607 15.269730231 14.782885148 13.782485505 12.465520793 11.017470339 9.585526451 8.269641934 7.126366186 6.179229073 5.430742686 4.873230618 4.490363482 4.245478137 4.108904345 4.061191765 4.089617952 4.185886891 4.344516793 4.561613079 4.833838277 5.157464250 5.528622123 5.946615953 6.410963602 6.919987310 7.470402195 8.056891248 8.671694756 9.304254008 9.940960805 10.565073530 11.159898144 11.719521475 12.242156279 12.727432466 13.176345542 13.591171479 13.975359909 14.333417567 14.670793294 14.993774894 15.307654328 15.611132913 15.901073010 16.174199615 16.427128086 16.656397898 16.858512426 17.029984580 17.167387933 17.267412757 17.326926133 17.343035083 17.313151428 17.235056832 17.106966324 16.927588402 16.696179728 16.412592367 16.077311562 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1997.915068493 10.781663326 7.708641812 5.940126792 4.902338591 4.305906773 3.999849620 3.904850557 3.981171400 4.212375017 4.596389960 5.139778265 5.852933205 6.744789676 7.816150364 9.051301698 10.408467944 11.810932855 13.142173813 14.249506329 14.960497200 15.113666112 14.632445129 13.644567868 12.343908414 10.913142880 9.497415961 8.195468160 7.063321712 6.124425299 5.381422035 4.826789310 4.444378772 4.198049947 4.058522579 4.006564819 4.029584206 4.119382950 4.270591009 4.479480931 4.742980216 5.057767457 5.420446934 5.830473569 6.287436563 6.789737908 7.334163207 7.915436198 8.525785754 9.154567144 9.787992044 10.409032201 11.000681336 11.556990614 12.076256154 12.558237371 13.004100286 13.416326519 13.798600824 14.155689942 14.493324833 14.818097236 15.135557045 15.444391908 15.741358968 16.023050693 16.285921420 16.526320744 16.740533851 16.924828742 17.075510066 17.188978991 17.261798335 17.290761822 17.272966082 17.205883717 17.087435485 16.916059465 16.690774858 16.411238047 16.077788488 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.000000000 10.733591154 7.680534602 5.921770766 4.888769177 4.294467611 3.988917442 3.893236085 3.967806341 4.196123754 4.575918300 5.113455104 5.818766143 6.700414790 7.758912647 8.978473053 10.317645709 11.700631538 13.012556246 14.103101098 14.802646243 14.952399857 14.477041843 13.502146897 12.218365468 10.805475675 9.406506861 8.118948436 6.998280118 6.067869120 5.330496271 4.778799958 4.396821510 4.148965205 4.006357631 3.949995429 3.967422215 4.050542466 4.194101072 4.394540994 4.649059088 4.954747438 5.308691589 5.710498980 6.159832418 6.655178353 7.193398998 7.769265058 8.374998731 8.999870743 9.629909190 10.247789494 10.836179589 11.389089066 11.904896037 12.383490446 12.826211994 13.235752996 13.616040024 13.972108069 14.309980096 14.636563656 14.957678594 15.272003035 15.576190329 15.866700828 16.139826815 16.391725111 16.618457640 16.816040005 16.980497883 17.107930766 17.194582267 17.236915840 17.231694437 17.176062258 17.067626439 16.904536200 16.685556800 16.410135457 16.078456381 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.084931507 10.649822068 7.623956479 5.879356680 4.853728712 4.262873337 3.958180051 3.861355595 3.932965470 4.156439854 4.529276633 5.057397861 5.750442563 6.616620755 7.656265539 8.853774403 10.168469350 11.526125177 12.814351826 13.886105720 14.575375466 14.726496650 14.265091658 13.313138435 12.056534390 10.671023888 9.296867863 8.030074783 6.925645988 6.007090235 5.277601492 4.730238129 4.349454444 4.100410401 3.954777081 3.893858957 3.905380326 3.981371883 4.116705820 4.308002858 4.552737148 4.848428553 5.192664869 5.585218096 6.025843685 6.513145872 7.044112800 7.613628597 8.213992410 8.834489647 9.461075965 10.076247413 10.662427864 11.213516880 11.727836831 12.205236932 12.647032264 13.055906701 13.435793970 13.791750960 14.129836525 14.457007794 14.779149439 15.095019159 15.401352760 15.694692401 15.971409979 16.227737942 16.459807838 16.663696674 16.835480944 16.971297915 17.067413461 17.120295379 17.126690820 17.083706097 16.988886824 16.840296053 16.636587827 16.377073451 16.061777683 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.161643836 10.574159668 7.572921818 5.841135285 4.822167571 4.234417070 3.930486645 3.832617134 3.901539664 4.120625566 4.487163300 5.006765513 5.688717184 6.540910513 7.563519029 8.741108108 10.033698096 11.368484570 12.635318460 13.690109932 14.370102481 14.522455045 14.073645413 13.142410718 11.910360166 10.549593958 9.197867453 7.949845044 6.860090686 5.952238004 5.229853463 4.686375831 4.306635532 4.056481760 3.908083361 3.843027328 3.849204357 3.918761080 4.046685044 4.229755880 4.465694002 4.752398592 5.087902532 5.472121806 5.904894015 6.384930377 6.909335200 7.473098846 8.068594465 8.685125056 9.308583977 9.921306179 10.505493359 11.054943148 11.567925416 12.044250963 12.485211602 12.893483166 13.273006031 13.628857616 13.967130472 14.294828305 14.617896052 14.935162876 15.243438077 15.539336746 15.819301773 16.079633089 16.316524422 16.526107699 16.704504985 16.847887599 16.952541741 17.014939691 17.031815241 17.000241770 16.917710981 16.782210093 16.592294999 16.347156781 16.046678860 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.246575342 10.494239770 7.516729956 5.797652511 4.785465296 4.200958616 3.897879112 3.798984717 3.865177406 4.079787197 4.439921274 4.950923273 5.621779110 6.460133626 7.466083715 8.624448368 9.896016317 11.209431080 12.456737688 13.496654624 14.169434057 14.324745549 13.889653946 12.979631403 11.772118172 10.435735936 9.105895443 7.876045968 6.800404171 5.902785516 5.187163904 4.647383634 4.268665214 4.017522003 3.866599134 3.797754345 3.799037160 3.862702712 3.983843010 4.159378611 4.387247317 4.665684015 4.993116706 5.369589158 5.795015885 6.268212646 6.786402517 7.344692160 7.935548587 8.548323960 9.168893656 9.779488272 10.362139189 10.910533700 11.422853725 11.898824194 12.339656124 12.747951670 13.127585828 13.483579382 13.821976910 14.149742343 14.472811197 14.790102030 15.098544857 15.394883580 15.675696917 15.937426034 16.176409164 16.388923316 16.571232980 16.719645511 16.830572581 16.900596851 16.926542668 16.905549326 16.835145126 16.713320213 16.538595950 16.310088438 16.027563706 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.328767123 10.419965597 7.462557922 5.754588813 4.748488439 4.166969602 3.864724077 3.764950061 3.828704668 4.039297025 4.393699384 4.897053745 5.558130465 6.384417682 7.376016665 8.518044075 9.772026283 11.067906288 12.299622361 13.328242695 13.996458848 14.155883149 13.733865753 12.842980103 11.657094458 10.341906967 9.030900432 7.816564376 6.752887312 5.863894470 5.153949395 4.617275902 4.239450454 3.987549310 3.834618077 3.762742441 3.760105046 3.819050095 3.934752361 4.104241509 4.325622820 4.597390608 4.918279286 5.288431839 5.707825948 6.175366829 6.688383584 7.242093036 7.829061171 8.438710257 9.056938339 9.665934231 10.247625890 10.795597343 11.307922896 11.784210750 12.225550415 12.634421310 13.014577054 13.370919975 13.709379628 14.036807842 14.359069437 14.675177125 14.982208724 15.277070749 15.556518580 15.817182652 16.055600860 16.268257285 16.451627105 16.602227400 16.716673303 16.791738726 16.824420623 16.812005493 16.752136589 16.642880088 16.482788253 16.270957534 16.007079452 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.413698630 10.343215617 7.406585675 5.710094376 4.710281133 4.131846914 3.830460707 3.729775920 3.791010208 3.997451427 4.345932827 4.841388566 5.492366786 6.306194036 7.282975960 8.408135797 9.643959907 10.921730544 12.137337981 13.154274629 13.817751524 13.981392002 13.572850267 12.701716116 11.538172798 10.244896207 8.953370755 7.755086587 6.703790049 5.823719156 5.119638570 4.586164579 4.209243577 3.956538179 3.801512093 3.726489794 3.719793847 3.773861999 3.883955073 4.047214770 4.261917196 4.526820755 4.840971448 5.204611742 5.617783182 6.079483127 6.587150951 7.136118875 7.719057302 8.325463283 8.941260288 9.548595056 10.129288587 10.676817936 11.189145986 11.665760079 12.107623965 12.517090107 12.897786684 13.254493751 13.593022311 13.920108858 14.241545491 14.556441167 14.862025088 15.155370507 15.433414069 15.692980495 15.930812752 16.143607763 16.328057526 16.480895353 16.598946751 16.679184251 16.718785276 16.715191932 16.666171402 16.569875429 16.424897227 16.230324040 15.985783528 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.495890411 10.268941444 7.352424621 5.667040114 4.673308591 4.097856661 3.797299582 3.695731559 3.754525846 3.956950021 4.299703239 4.787519038 5.428731029 6.230509722 7.192964851 8.301815338 9.520080799 10.780336034 11.980356051 12.985975489 13.644842372 13.812529602 13.416994774 12.564951892 11.423024082 10.150961236 8.878307711 7.695578907 6.656280405 5.784852170 5.086445508 4.556056847 4.179992703 3.926487859 3.769414937 3.691332746 3.680701605 3.730051255 3.834726278 3.991976053 4.200239746 4.458527349 4.766181403 5.123537644 5.530698042 5.986748852 6.489236883 7.033607592 7.612634577 8.215889587 8.829322698 9.435041016 10.014761927 10.561858680 11.074186087 11.551114279 11.993485087 12.403527976 12.784749717 13.141812168 13.480411918 13.807174357 14.127821558 14.441554585 14.745747834 15.037634646 15.314325824 15.572832852 15.810095936 16.023016873 16.208496610 16.363477242 16.484987983 16.570194526 16.616450981 16.621353440 16.582794022 16.499014117 16.368655407 16.190807155 15.965048205 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.580821918 10.176839939 7.281318449 5.608322448 4.621750138 4.050001254 3.750625732 3.648184936 3.704240516 3.902073035 4.238285062 4.717459236 5.347786257 6.136383408 7.083504333 8.175338446 9.375833515 10.619040371 11.804743764 12.801133731 13.458155781 13.633036054 13.253637791 12.423450920 11.305351973 10.056125095 8.803432486 7.636920188 6.609968055 5.747320493 5.054596227 4.527230133 4.151926585 3.897510131 3.738270511 3.657004323 3.642309874 3.686806710 3.785918839 3.936996911 4.138634604 4.390082918 4.690970314 5.041721789 5.442500921 5.892489248 6.389353998 6.928674797 7.503358410 8.103090761 8.713897034 9.317900411 9.896759942 10.443727934 10.956504359 11.434280595 11.877702663 12.288793262 12.670846286 13.028307882 13.366657532 13.692301606 14.010808349 14.321507795 14.621996905 14.909758235 15.182177402 15.436564294 15.670178056 15.880255819 16.064045008 16.218838981 16.342015613 16.431078331 16.483698944 16.497761545 16.471406576 16.403074097 16.291545185 16.135980341 15.935953732 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.665753425 10.083957848 7.209393550 5.548817539 4.569447402 4.001436950 3.703265595 3.599961519 3.653276152 3.846505165 4.176157236 4.646667504 5.266088039 6.041488116 6.973271221 8.048103253 9.230865053 10.457085863 11.628558576 12.615822324 13.271109745 13.453288146 13.090117734 12.281865555 11.187664258 9.961332377 8.728648006 7.578385500 6.563797767 5.709934119 5.022882646 4.498519586 4.123950967 3.868596116 3.707166233 3.622698994 3.603933014 3.643578994 3.737140607 3.882068600 4.077108239 4.321746561 4.615891744 4.960054431 5.354458020 5.798378773 6.289605034 6.823852566 7.394164443 7.990344861 8.598498741 9.200769902 9.778762351 10.325607457 10.838848691 11.317495949 11.761995802 12.174159794 12.557064014 12.914933619 13.253025548 13.577521714 13.893832358 14.201417314 14.498098865 14.781612137 15.049621290 15.299738561 15.529546121 15.736620678 15.918560644 16.073015658 16.197718110 16.290516291 16.349408647 16.372578589 16.358429187 16.305617054 16.213084632 16.080090095 15.906234035 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.747945205 9.994071953 7.139739449 5.491167799 4.518765980 3.954377195 3.657377306 3.553245319 3.603916306 3.792700961 4.116017672 4.578159376 5.187044275 5.949694919 6.866658625 7.925059987 9.090679029 10.300470866 11.458166891 12.436576453 13.090146373 13.279338558 12.931825797 12.144770579 11.073688790 9.869526207 8.656229228 7.521719061 6.519118056 5.673766037 4.992203756 4.470735186 4.096857650 3.840571366 3.677000206 3.589418768 3.566704062 3.601656633 3.689857819 3.828854501 4.017536325 4.255614601 4.543262914 4.881071462 5.269319779 5.707375072 6.193143149 6.722472662 7.288540467 7.881267504 8.486838119 9.087417798 9.664558065 10.211273935 10.724957928 11.204444504 11.649987109 12.063192595 12.446925785 12.805197462 13.143048809 13.466444400 13.780641552 14.085224808 14.378233552 14.657646407 14.921395989 15.167385714 15.393508594 15.597667913 15.777799635 15.931896313 16.058032245 16.154389561 16.219284848 16.251195915 16.248788215 16.210940420 16.136768637 16.025648691 15.877235949 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.832876712 9.877973807 7.047511178 5.413675640 4.450085405 3.890408617 3.595041850 3.490001740 3.537458870 3.720765663 4.036263437 4.488115825 5.084135039 5.831357516 6.730586831 7.769587601 8.915298293 10.106429852 11.249021091 12.218499505 12.871770889 13.070948658 12.743363657 11.982396527 10.939289087 9.761655379 8.571364467 7.455413414 6.466837311 5.631365747 4.956102596 4.437871814 4.064638373 3.807089067 3.640835195 3.549431159 3.521917200 3.551199467 3.632950057 3.764827809 3.945890520 4.176111280 4.455973639 4.786158901 5.167012376 5.598010610 6.077202362 6.600599501 7.161544726 7.750105516 8.352568404 8.951131222 9.527284469 10.073891235 10.588143504 11.068641888 11.515381526 11.929694542 12.314161178 12.672502387 13.009466528 13.330722044 13.641317812 13.941012596 14.228148519 14.501044237 14.758007326 14.997347750 15.217392322 15.416500019 15.593078038 15.745598410 15.872614982 15.972780566 16.044864016 16.087766981 16.100540076 16.082398208 16.032734751 15.951134339 15.837383959 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1998.915068493 9.730047773 6.927130132 5.311113531 4.358530299 3.804916935 3.511796145 3.405813033 3.449435879 3.626097677 3.932090005 4.371478148 4.952020845 5.680862632 6.559219482 7.575729712 8.698804946 9.869289940 10.995925718 11.957093958 12.612344424 12.825394090 12.522853874 11.793561860 10.783797730 9.637392126 8.473920096 7.379419891 6.406916870 5.582657050 4.914437190 4.399705351 4.026977048 3.767736304 3.598159935 3.502126904 3.468866463 3.491406407 3.565522508 3.689000799 3.861090130 4.082061912 4.352753219 4.673946544 5.046062445 5.468706677 5.940099435 6.456450442 7.011305594 7.594914432 8.193693867 8.789888950 9.364921228 9.911458592 10.426430790 10.908131381 11.356215014 11.771650364 12.156639922 12.514518731 12.849644211 13.167288569 13.472222414 13.764443971 14.042709951 14.305804691 14.552548568 14.781806419 14.992495887 15.183595603 15.354153137 15.503292616 15.630221943 15.734239528 15.814740455 15.871222018 15.903288550 15.910655490 15.893152630 15.850726496 15.783441828 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.000000000 9.577190872 6.802482322 5.204825856 4.263632053 3.716320816 3.425562319 3.318646344 3.358348271 3.528185232 3.824398531 4.250952550 4.815550620 5.525447530 6.382282275 7.375591082 8.475301506 9.624456601 10.734584672 11.687119109 12.344347023 12.571654370 12.294927097 11.598332547 10.623030114 9.508931298 8.373222497 7.300932991 6.345065153 5.532392527 4.871427534 4.360266672 3.988001316 3.726951125 3.553887697 3.453033049 3.413817007 3.429396045 3.495653558 3.610504568 3.773389353 3.984877565 4.246159158 4.558113673 4.921235532 5.335262434 5.798592355 6.307642153 6.856172114 7.434625416 8.029559282 8.623271935 9.197116002 9.743559527 10.259262392 10.742200859 11.191676703 11.608281201 11.993824243 12.351239909 12.684480092 12.998407310 13.297505718 13.582021314 13.851139666 14.104126324 14.340330170 14.559185986 14.760216247 14.943032136 15.107333814 15.252909962 15.379636629 15.487475437 15.576471167 15.646748807 15.698510088 15.732029581 15.747650417 15.745779679 15.726883526 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.084931507 9.421531452 6.669777004 5.088956859 4.158987119 3.618273906 3.330305477 3.222917414 3.259195893 3.422800931 3.710021408 4.124853181 4.675107343 5.368332406 6.206769823 7.180984947 8.262438432 9.396194706 10.496126055 11.445981371 12.109820508 12.353691720 12.102156965 11.435202836 10.489795267 9.402842884 8.289863009 7.235332848 6.292448092 5.488551120 4.832809872 4.323869820 3.951281938 3.688043591 3.511409044 3.405876428 3.361036046 3.370148263 3.429186715 3.536179320 3.690737725 3.893700819 4.146577952 4.450336668 4.805540350 5.212048773 5.668421641 6.171259508 6.714505116 7.288754100 7.880653461 8.472495692 9.045505836 9.591917425 10.108097012 10.591685910 11.041620923 11.458108885 11.842564388 12.197521358 12.526529570 12.834046898 13.124287437 13.397807137 13.654300791 13.893601674 14.115677712 14.320626418 14.508668783 14.680142295 14.835493259 14.975268605 15.100107346 15.210731858 15.307939130 15.392592135 15.465611430 15.527967127 15.580671317 15.624771034 15.661341849 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.161643836 9.280935846 6.549611433 4.983964938 4.064177885 3.529484949 3.244094264 3.136329692 3.169557806 3.327568279 3.606693315 4.010956977 4.548266990 5.226436338 6.048250290 7.005204698 8.070148001 9.189975879 10.280685063 11.228122952 11.897954222 12.156822230 11.928085046 11.287950367 10.369590699 9.307193713 8.214761568 7.176268826 6.245085931 5.449072381 4.797993217 4.290995244 3.918050643 3.652776761 3.472870253 3.363083065 3.313153107 3.316435544 3.368984609 3.468927081 3.616023632 3.811347630 4.056686728 4.353082403 4.701157939 5.100882973 5.550964760 6.048172946 6.586619580 7.157043177 7.746176681 8.336310699 8.908555977 9.454934303 9.971546529 10.455729705 10.906088529 11.322479787 11.705958343 12.058694704 12.383874779 12.685592332 12.967821173 13.231401246 13.476491081 13.703439145 13.912772339 14.105183316 14.281516996 14.442756675 14.590010092 14.724495767 14.847529926 14.960514269 15.064924826 15.162302082 15.254242562 15.342392008 15.428440264 15.514117986 15.601195245 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.246575342 9.155526509 6.440238360 4.887496232 3.976727510 3.447538793 3.164648258 3.056776698 3.087542832 3.240875173 3.513182242 3.908563234 4.435072474 5.100825203 5.909154282 6.852426901 7.904724063 9.014492136 10.099435215 11.046970927 11.723807010 11.996718357 11.787763099 11.170002412 10.273622861 9.230771659 8.154399537 7.128220203 6.205844980 5.415605064 4.767765081 4.261868682 3.888207896 3.620888155 3.437955682 3.324361792 3.269960060 3.268180880 3.315144824 3.409062971 3.549825063 3.738708476 3.977743491 4.268037186 4.610267009 5.004499376 5.449568175 5.942383059 6.477188178 7.044820229 7.632047405 8.221104339 8.792942416 9.339367582 9.856231157 10.340593463 10.790764674 11.206297626 11.587940550 11.937559241 12.258038961 12.553176408 12.826762265 13.079924720 13.313272970 13.527652232 13.724123953 13.903945290 14.068548522 14.219521010 14.358586254 14.487586530 14.608467528 14.723265344 14.834096133 14.943148681 15.052680101 15.165014868 15.282547359 15.407748095 15.543173886 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.328767123 9.058270858 6.353337774 4.810004551 3.906167437 3.381372180 3.100607356 2.992865326 3.021962749 3.171958483 3.439357055 3.828365044 4.347210341 5.004309096 5.803482577 6.737817688 7.782350108 8.886651273 9.969567125 10.919435365 11.603385058 11.887890486 11.693767309 11.091848246 10.210394792 9.180358039 8.114177385 7.095557023 6.178384539 5.391370074 4.745133610 4.239475844 3.864879494 3.595760824 3.410389530 3.293842519 3.236045622 3.230477371 3.273303976 3.362798496 3.498948308 3.683186314 3.917728500 4.203734549 4.541925947 4.932443822 5.374215736 5.864249121 6.396871252 6.962964934 7.549283285 8.137962227 8.709771275 9.256320848 9.773255187 10.257414040 10.706880665 11.120980689 11.500239348 11.846306356 12.161858548 12.450490571 12.715882635 12.959421907 13.182104251 13.385197186 13.570212461 13.738878630 13.893114549 14.035004605 14.166776412 14.290781557 14.409479938 14.525428099 14.641271949 14.759744161 14.883666550 15.015957725 15.159646326 15.317890216 15.494002096 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.413698630 8.957773352 6.263375152 4.729770544 3.833141242 3.312931726 3.034400308 2.926818537 2.954207974 3.100762420 3.363085320 3.745493581 4.256393958 4.904514005 5.694182085 6.619234145 7.655701106 8.754328478 9.835153913 10.787473654 11.478850798 11.775435019 11.596734844 11.011262764 10.145281285 9.128502965 8.072842253 7.062000493 6.150158775 5.366426111 4.721795318 4.216336579 3.840732330 3.569722324 3.381808662 3.262198699 3.200892930 3.191418965 3.229988759 3.314937112 3.446348944 3.625813414 3.855733691 4.137321813 4.471344535 4.858021065 5.296377648 5.783525473 6.313880906 6.878377539 7.463755258 8.052048712 8.623838189 9.170530057 9.687552224 10.171513933 10.620261444 11.032883464 11.409673362 11.752057150 12.062497195 12.344381872 12.601281494 12.834855751 13.046504301 13.237933624 13.411121009 13.568279608 13.711825784 13.844349803 13.968590749 14.087416419 14.203808790 14.320855582 14.441748346 14.569787499 14.708394713 14.861133144 15.031736072 15.224144696 15.442556024 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.495890411 8.860517702 6.176146709 4.651963756 3.762355947 3.246630809 2.970298012 2.862897932 2.888650858 3.031881460 3.289288632 3.665295391 4.168481079 4.807875052 5.588298837 6.504318664 7.532937505 8.626048816 9.704855623 10.659589824 11.358233247 11.666607148 11.502931237 10.933454618 10.082495281 9.078564645 8.033072747 7.029725397 6.122996009 5.342387088 4.699258027 4.193943742 3.817322637 3.544449774 3.354053579 3.231468259 3.166766491 3.153522644 3.187991480 3.268565214 3.395419819 3.570291252 3.795759175 4.073084332 4.403077075 4.786033061 5.221075922 5.705419963 6.233570961 6.796514792 7.380980883 7.968906600 8.540687801 9.087531350 9.604653427 10.088437597 10.536498234 10.947692608 11.322088257 11.660894293 11.966366453 12.241696034 12.490351267 12.714260524 12.915218479 13.095359020 13.257110208 13.403151688 13.536376068 13.659855552 13.776814881 13.890611446 14.004723277 14.122745496 14.248395771 14.385529330 14.538164135 14.710517004 14.907051666 15.132540069 15.392138689 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.580821918 8.767042696 6.088946689 4.572895552 3.689981488 3.178810383 2.904934358 2.798098660 2.822724277 2.963305064 3.216699358 3.587521570 4.084625497 4.717450764 5.491407247 6.401839885 7.426677704 8.518766128 9.600080998 10.561191509 11.269755446 11.590531576 11.440077462 10.882876053 10.042124275 9.045920675 8.005773833 7.005760737 6.100800328 5.320787705 4.677359436 4.170991800 3.792627441 3.517493820 3.324445886 3.198883397 3.130914590 3.114140134 3.144847970 3.221485518 3.344322785 3.515249217 3.737030806 4.010989629 4.337990800 4.718412048 5.151469995 5.634462354 6.161943446 6.724883692 7.309902984 7.898709437 8.471373370 9.018832681 9.536057613 10.019190657 10.465617612 10.873985257 11.244172021 11.577220236 11.875239854 12.141293985 12.378821947 12.590092235 12.777365486 12.943272355 13.090757696 13.223029208 13.343512430 13.455813594 13.563691585 13.671039951 13.781879778 13.900364104 14.030794560 14.177651002 14.345635098 14.539729146 14.765271848 15.028053367 15.334432791 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
1999.665753425 8.673924767 6.001771192 4.493810757 3.617625759 3.111056945 2.839681948 2.733447959 2.756977616 2.894935842 3.144342686 3.510006951 4.001061349 4.627362527 5.394918309 6.299864451 7.321068566 8.412336415 9.496413802 10.464185303 11.182939036 11.516305830 11.379121407 10.834099928 10.003349056 9.014598862 7.979500402 6.982536654 6.079094457 5.299472209 4.655585668 4.148049383 3.767864559 3.490423639 3.294702289 3.166161601 3.094942080 3.074667860 3.101657287 3.174409972 3.293286466 3.460325702 3.678476406 3.949121734 4.273183164 4.651123027 5.082254015 5.563960274 6.090846805 6.653868685 7.239533120 7.829311411 8.402937306 8.951071569 9.468432154 9.950915411 10.395675235 10.801146683 11.167020183 11.494174868 11.784581007 12.041182104 12.267399454 12.465853320 12.639280312 12.790814833 12.923921645 13.042335389 13.150009310 13.251074943 13.349814123 13.450644405 13.558118739 13.676940228 13.811992829 13.968389096 14.151536423 14.367223832 14.621732089 14.921970999 15.275649022 15.691482128 15.691482128 15.691482128 15.691482128 15.691482128
